from	to
3287027.0	1428679.0
3718488.0	624801.0
3718488.0	3326275.0
3700056.0	3678901.0
3700056.0	2518525.0
3702602.0	3702602.0
3702602.0	2333214.0
3702602.0	218432.0
3702602.0	1875256.0
2141665.0	19068.0
2141665.0	3007335.0
2141665.0	1295146.0
3671584.0	2965371.0
3671584.0	2725775.0
3671584.0	1295146.0
3700056.0	42139.0
3016759.0	822711.0
3016759.0	2065215.0
3676966.0	790454.0
3123545.0	2676399.0
3123545.0	44853.0
3123545.0	1545088.0
3651330.0	1978142.0
3651330.0	2572287.0
3651330.0	1458648.0
3651330.0	5296864.0
3651330.0	2836868.0
3651330.0	1784450.0
1379286.0	3653350.0
1379286.0	1298762.0
1644261.0	995579.0
1644261.0	2554788.0
1644261.0	1977007.0
2676430.0	14104.0
1945540.0	1026459.0
1945540.0	3093731.0
2446679.0	2347048.0
2446679.0	1749630.0
2677083.0	1669496.0
2677083.0	2662489.0
2619978.0	3469112.0
2619978.0	1023618.0
3607569.0	1414562.0
2597107.0	1197775.0
2757519.0	1743443.0
2757519.0	5296864.0
2921557.0	2993111.0
2614397.0	2487009.0
2614397.0	1154350.0
2757519.0	489512.0
2909683.0	1978142.0
3531238.0	3515379.0
3531238.0	1817690.0
3531238.0	551841.0
2465787.0	2333214.0
2465787.0	3189239.0
2465787.0	1875256.0
2465787.0	956397.0
2465787.0	1719752.0
2465787.0	3085310.0
3513466.0	114251.0
3513466.0	497418.0
3513466.0	3508956.0
3513466.0	2580950.0
3513466.0	657200.0
3487312.0	2276042.0
3272713.0	1353011.0
3272713.0	807787.0
3304642.0	3161993.0
3304642.0	1059101.0
2734251.0	1592398.0
2734251.0	1521771.0
1659450.0	3358027.0
1659450.0	1338292.0
2610750.0	3255164.0
2610750.0	288387.0
3424886.0	1501051.0
3424886.0	2285881.0
3424886.0	3383213.0
3424886.0	1989820.0
3424886.0	82548.0
3424886.0	2306509.0
3424886.0	3239837.0
3424886.0	3373399.0
3424886.0	1571284.0
2838500.0	3383530.0
975199.0	3280126.0
2698507.0	1530657.0
2698507.0	2533926.0
2698507.0	726938.0
2698507.0	278996.0
2698507.0	1343690.0
3204846.0	3416493.0
3204846.0	3322400.0
1178820.0	1132893.0
1178820.0	2276042.0
3204846.0	2069853.0
3140335.0	572827.0
3140335.0	2402943.0
3140335.0	2042748.0
3140335.0	157247.0
2748984.0	1506147.0
2748984.0	2571330.0
2748984.0	2295520.0
2748984.0	965051.0
3383675.0	2575965.0
3383675.0	42139.0
3383675.0	3383938.0
3373667.0	3085310.0
3373667.0	2741296.0
3373667.0	2967572.0
905513.0	1724085.0
905513.0	3322400.0
905513.0	1764442.0
905513.0	2693717.0
905513.0	472418.0
3192948.0	1679202.0
3192948.0	3085310.0
3256623.0	1878295.0
3256623.0	240443.0
1136379.0	1389556.0
1136379.0	2156913.0
1136379.0	2055212.0
1136379.0	2571870.0
1136379.0	2053683.0
1136379.0	1353011.0
1136379.0	493958.0
1391499.0	3103795.0
1391499.0	3324457.0
3004356.0	1030974.0
3004356.0	1603112.0
1391499.0	1417176.0
1709948.0	790454.0
1709948.0	2276042.0
3259283.0	1172606.0
3259283.0	1491895.0
3259283.0	417806.0
2950370.0	1099931.0
2950370.0	1668533.0
3004356.0	3243945.0
3004356.0	3281921.0
1525221.0	1518924.0
1525221.0	1875256.0
1525221.0	3231139.0
3004356.0	1704985.0
3004356.0	3117125.0
1553293.0	476074.0
1553293.0	1707160.0
1553293.0	189431.0
1553293.0	1529853.0
1916181.0	1380332.0
1916181.0	598511.0
1916181.0	2381206.0
1897974.0	991275.0
1897974.0	2770274.0
2043361.0	235710.0
1576748.0	2373022.0
1576748.0	2780033.0
2725744.0	1215921.0
2725744.0	582278.0
2725744.0	1317805.0
2505027.0	805176.0
2505027.0	1335165.0
2505027.0	2310289.0
2505027.0	114251.0
1329201.0	1136593.0
1329201.0	235710.0
2610750.0	2300747.0
2610750.0	1712580.0
3104737.0	1712580.0
3104737.0	1324.0
2921557.0	822711.0
2921557.0	2569809.0
3009875.0	1363495.0
3009875.0	3122786.0
3111785.0	402022.0
3111785.0	2792053.0
3111785.0	1959207.0
3111785.0	19068.0
2512925.0	2450730.0
2512925.0	2876565.0
1849060.0	1683134.0
1849060.0	1491895.0
2308992.0	2513523.0
3051827.0	1300194.0
2503750.0	2503750.0
2503750.0	2714733.0
2503750.0	910328.0
3104737.0	888734.0
3104737.0	1931097.0
3104737.0	2897003.0
2547576.0	1189461.0
3104737.0	2324964.0
3104737.0	781251.0
3104737.0	433905.0
3009875.0	114251.0
3009875.0	2834984.0
3097744.0	781251.0
3097744.0	2602732.0
3097744.0	2588457.0
3117548.0	14104.0
3115202.0	1957251.0
2278691.0	3109830.0
2278691.0	676835.0
2278691.0	2373138.0
2658226.0	1561269.0
2658226.0	1453833.0
2658226.0	3093731.0
2658226.0	2677022.0
2547576.0	2026065.0
2547576.0	2780033.0
2155655.0	2586583.0
2529129.0	1714715.0
2529129.0	14104.0
2503750.0	2310289.0
2503750.0	1817690.0
3078580.0	119549.0
3078580.0	577794.0
3078580.0	898733.0
3078580.0	896567.0
1403814.0	979483.0
3078580.0	2165116.0
3078580.0	3014123.0
3078580.0	987098.0
935573.0	1910447.0
935573.0	1697320.0
935573.0	19068.0
546509.0	1144837.0
546509.0	965051.0
546509.0	1506980.0
546509.0	2624986.0
3033149.0	853360.0
3033149.0	2833639.0
2837067.0	3048405.0
2837067.0	1929676.0
2837067.0	1343690.0
2837067.0	1947652.0
2837067.0	980869.0
2837067.0	2067159.0
2838500.0	1491895.0
2838500.0	2031077.0
2838500.0	2838987.0
2793065.0	1664501.0
2793065.0	1624960.0
2793065.0	965051.0
2838500.0	2964186.0
2838500.0	1573683.0
779158.0	2940893.0
779158.0	2472111.0
779158.0	1992649.0
779158.0	2806497.0
2877744.0	2224331.0
2889104.0	1570534.0
2889104.0	1093184.0
2889104.0	1647735.0
2889104.0	870483.0
2889104.0	2206984.0
2889104.0	1817690.0
2905674.0	14104.0
2885137.0	2887034.0
2885137.0	557702.0
2885137.0	829533.0
2885137.0	189134.0
2885137.0	853360.0
2885137.0	2842425.0
2885137.0	1109988.0
2885137.0	1239808.0
2838500.0	992666.0
2838500.0	2029048.0
2838500.0	991275.0
2838500.0	2758150.0
2838500.0	2078030.0
2838500.0	2905625.0
2838500.0	2346427.0
2838500.0	709329.0
2895494.0	462627.0
2895494.0	2895573.0
2828701.0	1353011.0
2876983.0	19068.0
2838500.0	1726511.0
2722799.0	2281770.0
2722799.0	14104.0
2722799.0	2775931.0
2722799.0	1788218.0
2789428.0	1447509.0
2806656.0	954358.0
2806656.0	2602732.0
2743057.0	2459296.0
2743057.0	2738734.0
2743057.0	2518525.0
2459296.0	212107.0
2459296.0	864620.0
2459296.0	1573683.0
2459296.0	1799096.0
1455182.0	2666779.0
1455182.0	1059101.0
1455182.0	678801.0
864385.0	907927.0
864385.0	1253312.0
1737773.0	1491895.0
2680503.0	114251.0
2762883.0	44700.0
2762883.0	2770384.0
2762883.0	783488.0
2762883.0	1275039.0
2762883.0	773228.0
2762883.0	1686706.0
1897974.0	1841760.0
2762883.0	2748268.0
2762883.0	2611756.0
2363215.0	2281770.0
2363215.0	1931663.0
2363215.0	2365628.0
1772824.0	1023618.0
1772824.0	1194545.0
1772824.0	1483303.0
2007147.0	1480560.0
2007147.0	1817690.0
2007147.0	598511.0
2007147.0	1689539.0
2103538.0	783488.0
2103538.0	284698.0
2103538.0	160527.0
1214293.0	1879822.0
1214293.0	1491895.0
2127136.0	2450730.0
2127136.0	2446679.0
2127136.0	404623.0
2698507.0	1990684.0
2078412.0	2345960.0
2078412.0	34397.0
2637317.0	1317805.0
2637317.0	795995.0
2637317.0	23051.0
2637317.0	1414562.0
2508465.0	995579.0
2508465.0	1529853.0
2508465.0	118068.0
2508465.0	2508465.0
2508465.0	14104.0
2508465.0	1130433.0
2435004.0	2435004.0
2435004.0	1402929.0
2435004.0	965051.0
2435004.0	2422796.0
1773111.0	1817690.0
2107544.0	14104.0
2107544.0	1798341.0
2107544.0	295783.0
2246351.0	1868812.0
2246351.0	42139.0
1660520.0	2289198.0
1660520.0	1353011.0
2267230.0	1231781.0
2267230.0	1592398.0
2267230.0	1930934.0
2267230.0	1926807.0
2267230.0	218799.0
2267230.0	464744.0
2267230.0	1490931.0
1068249.0	1679187.0
1068249.0	1573683.0
1068249.0	2107581.0
1068249.0	2293836.0
1690461.0	1573683.0
1690461.0	235710.0
955624.0	1300223.0
955624.0	1581522.0
372512.0	2377343.0
372512.0	584674.0
372512.0	362218.0
372512.0	155166.0
1980906.0	1980906.0
1980906.0	1353011.0
1980906.0	1059101.0
2048211.0	1048479.0
2048211.0	1137947.0
2048211.0	965051.0
1895118.0	1895118.0
1895118.0	1109988.0
1706121.0	42139.0
1848708.0	2050002.0
1848708.0	201482.0
1848708.0	1298762.0
1848708.0	661872.0
1848708.0	1175966.0
1559953.0	1418118.0
1559953.0	1353011.0
1559953.0	267593.0
1559953.0	790224.0
1559953.0	1587858.0
1559953.0	1263783.0
1847373.0	944867.0
1847373.0	965051.0
1807100.0	1447509.0
636065.0	1826691.0
636065.0	631771.0
636065.0	147992.0
636065.0	115563.0
636065.0	183471.0
495248.0	815386.0
495248.0	1046010.0
495248.0	1015448.0
495248.0	733287.0
495248.0	1083946.0
1772368.0	965051.0
1772368.0	1545939.0
1772368.0	57318.0
997907.0	1734080.0
997907.0	1175966.0
1492684.0	780498.0
1492684.0	1517551.0
1492684.0	1679187.0
1492684.0	1465324.0
1667654.0	144756.0
1667654.0	1015483.0
1667654.0	185527.0
1261800.0	1550807.0
1261800.0	1248114.0
1482542.0	204701.0
1482542.0	467164.0
1482542.0	1312107.0
1482542.0	1428679.0
1482542.0	1469954.0
1482542.0	1576269.0
1462466.0	1495124.0
1462466.0	863470.0
1462466.0	1548863.0
1462466.0	1550807.0
1482542.0	1283772.0
1482542.0	345014.0
1482542.0	1566232.0
1482542.0	1365088.0
1409399.0	397861.0
1409399.0	959664.0
1409399.0	1403814.0
1409399.0	1124578.0
1409399.0	1430648.0
1482542.0	1044234.0
1482542.0	1520278.0
1417988.0	60223.0
1417988.0	678801.0
1417988.0	1479432.0
1417988.0	691156.0
1266828.0	816620.0
1449915.0	568785.0
1449915.0	1175966.0
1383734.0	446536.0
1383734.0	579148.0
1417075.0	93169.0
1417075.0	519413.0
1351226.0	1396128.0
1351226.0	1403947.0
1351226.0	1338292.0
1351226.0	482158.0
451959.0	42139.0
1197747.0	572939.0
1197747.0	397861.0
1197747.0	995579.0
1197747.0	61605.0
1062631.0	42139.0
613860.0	1007409.0
613860.0	544109.0
613860.0	260028.0
613860.0	517066.0
855640.0	328193.0
855640.0	764846.0
855640.0	285587.0
398431.0	1386886.0
398431.0	90678.0
398431.0	200976.0
388916.0	388916.0
388916.0	956.0
388916.0	517066.0
216408.0	216408.0
216408.0	701233.0
216408.0	15609.0
216408.0	183471.0
636065.0	285587.0
636065.0	396373.0
636065.0	135121.0
636065.0	283366.0
398431.0	34397.0
398431.0	440764.0
559032.0	157247.0
559032.0	562483.0
559032.0	185532.0
559032.0	328699.0
148814.0	291545.0
148814.0	279558.0
148814.0	185527.0
291724.0	114584.0
291724.0	157247.0
28324.0	41967.0
28324.0	45433.0
28324.0	4465.0
28324.0	150463.0
28324.0	161832.0
28324.0	46460.0
28324.0	1902010.0
