from	to
5733717.0	5257880.0
5733717.0	2035973.0
7190685.0	2151050.0
3019008.0	5010944.0
3019008.0	2377343.0
7039954.0	686490.0
7039954.0	3711988.0
4309586.0	5407848.0
4309586.0	42139.0
4309586.0	2697379.0
4139857.0	2801559.0
7075130.0	345721.0
7075130.0	5168153.0
7033012.0	1011527.0
7033012.0	4928573.0
5734762.0	462627.0
5734762.0	3900153.0
1802154.0	4026582.0
1802154.0	6317081.0
1802154.0	1315795.0
4965387.0	4965387.0
4965387.0	4212356.0
4965387.0	5058429.0
2280128.0	2292736.0
2280128.0	673125.0
2280128.0	2320202.0
2280128.0	1414562.0
4874351.0	5104748.0
1802154.0	2861388.0
1802154.0	6918854.0
1802154.0	1310540.0
1802154.0	1779433.0
1802154.0	3565885.0
1802154.0	6919661.0
2253489.0	1090438.0
2253489.0	328193.0
2253489.0	6293599.0
1869730.0	4977144.0
1869730.0	2687790.0
6777880.0	3037236.0
6777880.0	1906356.0
6777880.0	1490287.0
6811846.0	1175966.0
6811846.0	4452553.0
6811846.0	5921745.0
6230450.0	4327861.0
6230450.0	1906356.0
6230450.0	6819297.0
6230450.0	3272852.0
6230450.0	2038806.0
6828175.0	118068.0
6773255.0	6700127.0
6773255.0	2295549.0
6773255.0	4918811.0
6868114.0	4918811.0
4241869.0	1376624.0
4241869.0	4195727.0
6679425.0	1906356.0
6679425.0	2280505.0
6819586.0	1906356.0
6121338.0	6586394.0
5469901.0	2035973.0
5469901.0	6490589.0
6758119.0	3711988.0
4367486.0	4726671.0
1867071.0	519413.0
6706787.0	6490589.0
6706787.0	5975317.0
6661154.0	5924412.0
6661154.0	2801559.0
5645766.0	462627.0
6486269.0	6486269.0
6486269.0	3711988.0
5744052.0	2801559.0
6626394.0	3816700.0
6626394.0	4891828.0
6626394.0	3681236.0
6626394.0	2602732.0
1053178.0	473887.0
4367486.0	6557325.0
1282166.0	4281779.0
4367486.0	3682583.0
4367486.0	5733296.0
4035296.0	2801559.0
4035296.0	6601395.0
1053178.0	6231153.0
5076511.0	462627.0
6395838.0	5066707.0
6395838.0	4127669.0
4452553.0	4247504.0
6580934.0	1030974.0
6580934.0	6537599.0
1009466.0	5816907.0
6266853.0	4248328.0
6266853.0	6414657.0
6028504.0	6429699.0
6028504.0	6060650.0
6028504.0	4452553.0
3632340.0	4281779.0
3632340.0	1262248.0
1476995.0	6480931.0
1476995.0	2181397.0
5890708.0	2572018.0
5890708.0	2207559.0
5890708.0	4395287.0
4109878.0	1175966.0
6395838.0	1270865.0
6395838.0	1117368.0
518811.0	6293599.0
6395838.0	415668.0
6395838.0	1822698.0
1568507.0	6440259.0
1568507.0	3532250.0
1568507.0	3488697.0
1568507.0	2276880.0
6438176.0	2159528.0
6411417.0	6371914.0
6411417.0	412507.0
6411417.0	3402854.0
6411417.0	1491895.0
3464777.0	3464777.0
3464777.0	3983973.0
3464777.0	1306343.0
3464777.0	811240.0
3464777.0	6368873.0
5841700.0	1175966.0
5041389.0	3974697.0
5041389.0	962734.0
6281627.0	4700922.0
6350452.0	1121431.0
6350452.0	6207804.0
6350452.0	5867572.0
4587428.0	1447509.0
4464905.0	387194.0
6276724.0	1788750.0
6276724.0	2628903.0
6336636.0	5517143.0
2006998.0	1206267.0
5736877.0	2518525.0
6171527.0	6243718.0
6171527.0	2567357.0
6171527.0	2628903.0
5003854.0	3480318.0
5003854.0	2276880.0
4013918.0	3480318.0
4013918.0	2687646.0
6224990.0	3397552.0
6224990.0	5748617.0
6224990.0	5994691.0
6224990.0	6194629.0
5870909.0	6011798.0
5870909.0	295783.0
5870909.0	5669569.0
4495602.0	1491895.0
4495602.0	3386635.0
4495602.0	3840799.0
4721666.0	3126629.0
4721666.0	2334592.0
4721666.0	2602732.0
6132830.0	3322432.0
6132830.0	5718610.0
5939878.0	5939878.0
5939878.0	3397552.0
5939878.0	1054571.0
4485112.0	5816907.0
3913746.0	3322432.0
5413974.0	1902010.0
1078536.0	3083093.0
1078536.0	1906356.0
1078536.0	1496715.0
4191127.0	704302.0
4191127.0	1654231.0
4191127.0	1374610.0
4191127.0	2872551.0
4749489.0	42139.0
6018218.0	5168739.0
2906838.0	1719752.0
2906838.0	4007898.0
706697.0	3386807.0
706697.0	2206064.0
706697.0	2020565.0
706697.0	747355.0
706697.0	3561864.0
982124.0	6098871.0
982124.0	2505302.0
6054234.0	4332216.0
6054234.0	519413.0
6054234.0	5165738.0
5904458.0	1906356.0
5904458.0	5176202.0
5904458.0	4765745.0
5904458.0	4772989.0
6067789.0	5514530.0
5798609.0	4794772.0
5798609.0	5168739.0
6067789.0	3334049.0
5484166.0	1029506.0
5484166.0	1417176.0
5484166.0	5312731.0
5476612.0	5542214.0
5476612.0	4679611.0
5476612.0	5066707.0
5476612.0	2611451.0
5476612.0	2253302.0
5980603.0	4281779.0
4013918.0	5737654.0
4013918.0	3603681.0
4013918.0	5979702.0
5912608.0	5912608.0
5912608.0	1943329.0
5912608.0	4346951.0
5912608.0	19068.0
5073523.0	2458923.0
5889716.0	5737654.0
5889716.0	3623892.0
5889716.0	1566517.0
2255257.0	3603681.0
5930816.0	5932444.0
5930816.0	4813369.0
5930816.0	3295715.0
5930816.0	3977560.0
5375118.0	5718610.0
5375118.0	1405921.0
5824336.0	4776778.0
5824336.0	4281779.0
4605052.0	3714829.0
4605052.0	2815635.0
4605052.0	2458923.0
5860580.0	1376624.0
5522659.0	5278878.0
5522659.0	4258081.0
5522659.0	5550789.0
5522659.0	4467333.0
1684125.0	2373138.0
1684125.0	1227200.0
1684125.0	1957251.0
1684125.0	2261259.0
5816509.0	1390727.0
5816509.0	3553165.0
5816509.0	943435.0
5816509.0	2310830.0
5879512.0	522511.0
5879512.0	118068.0
5879512.0	3794803.0
5879512.0	2082141.0
4322960.0	1817690.0
2710972.0	1353011.0
5859481.0	4967760.0
5859481.0	1175966.0
2945701.0	1479535.0
2945701.0	5517143.0
5737163.0	1447509.0
5783202.0	1496715.0
5500958.0	1175966.0
3825428.0	1993125.0
5661795.0	3747630.0
5661795.0	1172798.0
5661795.0	2649661.0
5661795.0	5686794.0
5800747.0	295783.0
5800747.0	3580410.0
5027061.0	5150781.0
5027061.0	2932244.0
5027061.0	3739551.0
5027061.0	689579.0
2030864.0	462627.0
2040496.0	4871242.0
2040496.0	3984553.0
2040496.0	1059101.0
1904141.0	2790092.0
1904141.0	574632.0
1904141.0	1059101.0
1904141.0	4354201.0
1904141.0	2856088.0
5673416.0	1447509.0
5673416.0	2319844.0
3436481.0	3436481.0
387194.0	1353011.0
3436481.0	5149448.0
3436481.0	1496715.0
3991198.0	5734695.0
3991198.0	3850537.0
3991198.0	816620.0
4514533.0	1808154.0
4514533.0	462627.0
5661795.0	3415269.0
5661795.0	5717193.0
5711011.0	1172798.0
4636110.0	462627.0
4636110.0	2479962.0
1721875.0	950462.0
1721875.0	4762213.0
3518350.0	4255447.0
3518350.0	1353011.0
5667029.0	1906356.0
5667029.0	5615145.0
5667029.0	4688597.0
3920645.0	462627.0
4348186.0	3480318.0
4348186.0	5663012.0
4348186.0	2894787.0
3011784.0	2605183.0
3011784.0	2151050.0
3011784.0	1678924.0
3011784.0	4859669.0
4165514.0	462627.0
4165514.0	3603681.0
4165514.0	1405921.0
3011784.0	3970435.0
3011784.0	3884271.0
3011784.0	1935052.0
3011784.0	1993125.0
4348186.0	3890755.0
5192817.0	4179779.0
5192817.0	295783.0
5192817.0	4847192.0
5192817.0	3987354.0
4428307.0	2065039.0
4428307.0	1906356.0
4428307.0	3615504.0
5468958.0	3711213.0
5616499.0	5517143.0
5408831.0	5570666.0
5408831.0	970567.0
5408831.0	1052155.0
5408831.0	3089345.0
2366920.0	2852807.0
2366920.0	1376624.0
2366920.0	1493346.0
3232164.0	5601709.0
3232164.0	5154084.0
3232164.0	1906356.0
5015813.0	1496715.0
5015813.0	5506010.0
4919737.0	2224331.0
4919737.0	5506010.0
982124.0	3215948.0
982124.0	3629438.0
982124.0	2530438.0
982124.0	3218692.0
982124.0	5053002.0
4820452.0	2801559.0
4820452.0	3923521.0
5559469.0	3282633.0
5559469.0	3603681.0
5349466.0	1655981.0
5349466.0	4918811.0
5505603.0	463319.0
4350708.0	3055401.0
4350708.0	3385827.0
4350708.0	2215486.0
5349466.0	3997528.0
4967448.0	4452553.0
5464316.0	1173776.0
5464316.0	5168153.0
5464316.0	3523827.0
5464316.0	242098.0
1474682.0	4546390.0
1474682.0	3558931.0
1474682.0	1241793.0
1819502.0	5043552.0
4993010.0	5202722.0
5455057.0	5269827.0
5455057.0	1491895.0
989062.0	1841760.0
5273255.0	2310830.0
5273255.0	5336818.0
5273255.0	5367228.0
3232164.0	5353718.0
3232164.0	4502078.0
3232164.0	3163542.0
3482570.0	5204417.0
3482570.0	2313477.0
3465521.0	3465521.0
3465521.0	3125425.0
3465521.0	3358027.0
3465521.0	2649661.0
5126032.0	5126032.0
5126032.0	1059101.0
5126032.0	3527537.0
4017139.0	1993125.0
4017139.0	4098311.0
4614305.0	5324597.0
3745260.0	4621142.0
3745260.0	2137417.0
3745260.0	886926.0
5349466.0	5112460.0
5349466.0	5297359.0
5349466.0	5127800.0
982124.0	1481644.0
3371372.0	1491895.0
5244512.0	2611451.0
3319739.0	3745260.0
3319739.0	3603681.0
2936329.0	1175966.0
4593946.0	114251.0
3716233.0	4258081.0
3716233.0	5240125.0
3716233.0	2893024.0
4791856.0	2295549.0
4791856.0	4984174.0
4907374.0	5061139.0
4907374.0	462627.0
4589398.0	5043552.0
4589398.0	4373584.0
962734.0	6782.0
5177786.0	418965.0
5177786.0	1545088.0
4212356.0	2605183.0
4993010.0	2872551.0
4932091.0	4059974.0
4909783.0	1872101.0
4909783.0	1491895.0
4212356.0	4118983.0
4212356.0	4241030.0
4212356.0	1011527.0
2625902.0	306323.0
2625902.0	1361404.0
2625902.0	14104.0
2896741.0	3612883.0
2896741.0	3385827.0
3662531.0	463319.0
4756524.0	1563373.0
4756524.0	1491895.0
1647390.0	1189882.0
4708204.0	463319.0
1647390.0	4420893.0
1647390.0	201078.0
1647390.0	4701699.0
4597902.0	4488327.0
4597902.0	3106920.0
4597902.0	1695458.0
1802154.0	519413.0
4932091.0	5087100.0
4932091.0	965051.0
4932091.0	5043552.0
148225.0	1206267.0
148225.0	591626.0
4932091.0	2182349.0
4989863.0	4037707.0
4989863.0	1428679.0
4989863.0	973552.0
4989863.0	1631190.0
5027061.0	4128536.0
5027061.0	3730397.0
3583739.0	1881263.0
3583739.0	2217676.0
5027061.0	1235821.0
5036822.0	1491895.0
4558489.0	2888829.0
4558489.0	1221792.0
4558489.0	519413.0
1951879.0	3629438.0
1951879.0	3400979.0
5025345.0	5025345.0
5025345.0	1510216.0
5025345.0	901048.0
4993010.0	3325465.0
4993010.0	1477938.0
4993010.0	1842959.0
4993010.0	4488327.0
4975513.0	1491895.0
4975513.0	1913729.0
4987357.0	3049065.0
4987357.0	4601426.0
4987357.0	2578037.0
560612.0	519413.0
560612.0	3326275.0
2175642.0	3711988.0
4904490.0	811240.0
4904490.0	3298930.0
3260912.0	3260912.0
3260912.0	19068.0
3296860.0	2150483.0
3296860.0	1860772.0
3296860.0	995579.0
3296860.0	1253312.0
4932091.0	1502346.0
4884136.0	4797356.0
2694184.0	4813629.0
2694184.0	2401175.0
2694184.0	3859027.0
4884136.0	1175966.0
4299638.0	1842959.0
4311373.0	3851580.0
4311373.0	3117422.0
4311373.0	2853243.0
4311373.0	3377868.0
4311373.0	519413.0
4311373.0	2500658.0
4357275.0	1414562.0
4357275.0	3851580.0
4357275.0	1687983.0
4357275.0	3044080.0
4874351.0	387194.0
1898904.0	4863202.0
1898904.0	201078.0
1898904.0	1633186.0
1898904.0	1011527.0
1898904.0	519413.0
1758031.0	2020565.0
1758031.0	3011111.0
1758031.0	111757.0
1758031.0	1758031.0
1758031.0	593958.0
2553747.0	3385827.0
2553747.0	1476529.0
4845844.0	1938889.0
2499694.0	618951.0
2499694.0	1842959.0
2499694.0	2499694.0
2255701.0	42139.0
2826778.0	2826778.0
2826778.0	2853243.0
2826778.0	804867.0
2826778.0	2911621.0
3517613.0	4813629.0
1367371.0	1173776.0
3814749.0	1270656.0
3814749.0	970567.0
4778005.0	463319.0
4086533.0	4765115.0
4086533.0	1173776.0
4385141.0	1938889.0
1547007.0	4754286.0
1547007.0	1491895.0
4467258.0	973552.0
4467258.0	2497154.0
4467258.0	1175966.0
1707106.0	1707106.0
1707106.0	42139.0
3732711.0	4733959.0
3732711.0	4296515.0
2933979.0	689579.0
2933979.0	2438423.0
4754103.0	1434905.0
4754103.0	1059101.0
3873526.0	42139.0
659736.0	659736.0
659736.0	2618725.0
659736.0	1376624.0
2491332.0	1620194.0
3210956.0	2649661.0
3210956.0	2662489.0
1535286.0	1938889.0
1535286.0	3612353.0
1535286.0	4733959.0
1535286.0	4404344.0
1535286.0	587543.0
1535286.0	2026043.0
4316681.0	1529853.0
4316681.0	4733666.0
4316681.0	4719957.0
4576774.0	4655178.0
4576774.0	42139.0
4576774.0	4558918.0
2725775.0	2725775.0
2725775.0	3191066.0
2725775.0	2586583.0
2725775.0	3301046.0
4644312.0	2060877.0
4644312.0	3351765.0
4644312.0	4677180.0
4644312.0	4404344.0
4644312.0	2710059.0
4644312.0	893558.0
4687212.0	341629.0
4687212.0	1447509.0
4687212.0	1293958.0
2696460.0	2885137.0
2696460.0	3698937.0
2696460.0	4659374.0
2696460.0	2618725.0
2696460.0	2928293.0
1153897.0	6782.0
1153897.0	4121130.0
1153897.0	2308559.0
1153897.0	4353103.0
1153897.0	1200279.0
2540307.0	2285476.0
2540307.0	2735482.0
2540307.0	2578037.0
4385141.0	4385141.0
4591894.0	1496715.0
4560728.0	1513474.0
4560728.0	2877402.0
4560728.0	901048.0
2013910.0	3171256.0
2013910.0	2674716.0
2013910.0	1410567.0
2013910.0	2862991.0
2013910.0	1545292.0
2013910.0	3411338.0
4560728.0	787220.0
4560728.0	1050809.0
3663874.0	1496715.0
2569524.0	14104.0
2217676.0	2445717.0
2217676.0	2970321.0
2217676.0	1288121.0
2217676.0	2492795.0
4054031.0	1496715.0
4054031.0	1722028.0
4054031.0	1438265.0
4054031.0	3807594.0
4530794.0	689579.0
4038760.0	1376624.0
4303068.0	1862514.0
4303068.0	2847956.0
4303068.0	2628903.0
4525248.0	4525248.0
4525248.0	1926807.0
1996152.0	452074.0
1996152.0	114251.0
1996152.0	4494979.0
1996152.0	4237824.0
3852314.0	418965.0
3852314.0	4337665.0
3439309.0	641470.0
3439309.0	3054154.0
3439309.0	1956198.0
4456012.0	733287.0
4456012.0	1405921.0
2441157.0	965051.0
2441157.0	2293686.0
4451729.0	2478240.0
4451729.0	1956198.0
4451729.0	2668276.0
3164440.0	1221792.0
1933215.0	3033864.0
1933215.0	2106799.0
1933215.0	2435432.0
1933215.0	834018.0
1933215.0	1414562.0
1933215.0	879197.0
2334352.0	543770.0
2334352.0	1206267.0
2334352.0	4400344.0
2334352.0	3308529.0
3721822.0	3385827.0
3721822.0	4364303.0
3785746.0	733287.0
3785746.0	1581522.0
3740256.0	1491895.0
3740256.0	511529.0
1391499.0	3845970.0
1391499.0	1560385.0
3452766.0	4287915.0
3759362.0	114251.0
3404269.0	3993662.0
3404269.0	2956946.0
2715338.0	4317297.0
2715338.0	326804.0
2715338.0	3391783.0
3873526.0	1554899.0
3873526.0	19068.0
3995544.0	157247.0
2787782.0	1880380.0
2787782.0	3391783.0
2787782.0	982454.0
4110311.0	3558931.0
3086930.0	3305976.0
3086930.0	14104.0
2312801.0	1011527.0
4127254.0	965051.0
4127254.0	1301994.0
4214528.0	1011527.0
3003006.0	3859027.0
4174080.0	986160.0
4174080.0	1447509.0
4174080.0	1315498.0
4174080.0	3993662.0
2372160.0	1815856.0
2372160.0	449455.0
982124.0	1129247.0
982124.0	3540698.0
982124.0	114251.0
982124.0	240443.0
982124.0	3558960.0
982124.0	4161011.0
982124.0	2929738.0
982124.0	3553866.0
3715917.0	1491895.0
3621306.0	1011527.0
4096093.0	2438423.0
4096093.0	749904.0
4096093.0	2331488.0
1383702.0	3326275.0
1383702.0	1011527.0
1383702.0	1087195.0
2731272.0	2731272.0
2731272.0	3859027.0
4091019.0	3859027.0
4091019.0	4106228.0
4091019.0	2825806.0
4091019.0	5701.0
4091019.0	3797570.0
3531482.0	1496715.0
3452766.0	1353011.0
3695637.0	201078.0
3270525.0	1197775.0
3270525.0	2472111.0
3091781.0	2797034.0
3091781.0	574632.0
3091781.0	2776426.0
989185.0	58186.0
989185.0	157247.0
3846091.0	1206267.0
3846091.0	1013219.0
3647837.0	3391783.0
3463075.0	1652183.0
3463075.0	3977527.0
3463075.0	3696399.0
3463075.0	3745183.0
3463075.0	2633591.0
3463075.0	3989136.0
3463075.0	2745584.0
1117987.0	591097.0
1117987.0	3859027.0
1117987.0	2586071.0
1117987.0	2236241.0
1117987.0	19068.0
1117987.0	1868805.0
3952775.0	3066972.0
3952775.0	3813825.0
3952775.0	3310749.0
3952775.0	118068.0
2620873.0	3957444.0
2620873.0	2641971.0
2620873.0	579148.0
2620873.0	3958101.0
3929913.0	3698198.0
2753864.0	2776270.0
2753864.0	42139.0
2391964.0	462627.0
2391964.0	1668533.0
3882672.0	3558931.0
3882672.0	2956874.0
2102381.0	3717181.0
2102381.0	3441954.0
2102381.0	1201642.0
2102381.0	1011527.0
1638362.0	19068.0
2372160.0	2519416.0
2372160.0	219167.0
2372160.0	3863934.0
1897974.0	1716714.0
1897974.0	2894108.0
1897974.0	2513523.0
1897974.0	1415168.0
3851577.0	3698198.0
3851577.0	2057112.0
3856999.0	2832571.0
3856999.0	3326275.0
3856999.0	3600166.0
3856999.0	2046036.0
975199.0	2472111.0
975199.0	3698198.0
3842025.0	1175966.0
3800137.0	1668533.0
2725775.0	2908879.0
3589547.0	574632.0
3589547.0	2583714.0
3589547.0	745754.0
2921557.0	816620.0
3702602.0	2382134.0
3702602.0	1023618.0
2725775.0	3639582.0
2725775.0	1581522.0
3385666.0	574632.0
3385666.0	1059101.0
1269091.0	42139.0
1269091.0	643761.0
