user_id	post_type	post_id
4445285	question	30036835
1898904	question	30081554
4568218	question	30065368
4800589	question	30070713
3919226	question	30064022
3109207	question	30012491
1758031	question	18862066
4853685	question	29984943
2553747	question	29956132
4845844	question	29941625
2499694	question	29933261
3043596	question	29926093
2255701	question	29917249
4359590	question	29890883
2826778	question	29860960
3517613	question	29795212
4433567	question	29783339
3907211	question	29770341
1367371	question	29646446
3814749	question	29716227
3102438	question	29697360
4679677	question	29675217
4778005	question	29659957
895289	question	29634500
4086533	question	29590969
4385141	question	29580307
1547007	question	29574016
1547007	question	29572561
3602167	question	29566812
4467258	question	29565170
738951	question	29550939
1707106	question	29544159
3207073	question	29538558
4665584	question	29528734
4374858	question	29520441
3732711	question	29512972
2933979	question	19718876
3907211	question	29478541
4684038	question	29116491
4754103	question	29469244
4681756	question	29467442
4752670	question	29462743
3873526	question	29450293
659736	question	29385319
4167511	question	29438974
2750979	question	29431596
2491332	question	29419471
3210956	question	29420796
2136393	question	29413391
2661419	question	29391442
1535286	question	28372340
3692451	question	29320877
4316681	question	29369833
4399541	question	29328901
4497591	question	29317100
4644565	question	29312124
4649374	question	29296998
4112036	question	29293634
3692451	question	29292952
3738107	question	29280686
4576774	question	28763243
4704195	question	29217216
4657216	question	29092448
2725775	question	22781454
4422065	question	29201764
4516581	question	29201967
1928082	question	29200792
1567094	question	20554117
4574317	question	28647369
4693887	question	29166194
4644312	question	28977449
4687212	question	29132531
2696460	question	29119905
4671535	question	29107775
1356320	question	29106088
4566927	question	29090140
4001619	question	29066363
1153897	question	29010946
4578623	question	28964766
1784870	question	28958639
4641716	question	28904965
4361021	question	28916918
4642720	question	28908607
4533205	question	28888389
3416915	question	28885125
2540307	question	18580467
4385141	question	28813868
4539423	question	28801644
4618509	question	28796432
4611779	question	28754606
705561	question	28739387
4361021	question	28716336
3044240	question	28654645
2812025	question	28660103
4591894	question	28649377
4560728	question	28592339
2013910	question	22356916
2958539	question	28621465
800421	question	28621734
4560728	question	28609997
4560728	question	28596104
3877909	question	28609259
4281246	question	28544444
4342561	question	28555095
3663874	question	28537172
4409861	question	28492495
2569524	question	28487789
1305022	question	28471262
2217676	question	28462542
4054031	question	28449124
3240391	question	28403148
996457	question	28447335
4487045	question	28436650
2790941	question	28408102
4530794	question	28399731
4038760	question	28388377
1305022	question	28364500
4303068	question	28361098
4205891	question	28355310
4532115	question	28340255
4525248	question	28335226
4394652	question	28288529
4519415	question	28275182
3899560	question	28252347
4485512	question	28111943
1996152	question	28206264
3852314	question	28187381
3896941	question	28178857
3439309	question	28153017
2042667	question	28157995
3439309	question	28155771
4488843	question	28135408
3586265	question	28135292
4290886	question	28040938
3491832	question	28039710
4423200	question	28015013
2078421	question	28014323
4456012	question	27956592
2441157	question	27935946
4451729	question	27935305
2920547	question	27919759
3734736	question	27902780
2630520	question	27887444
4437576	question	27864940
3164440	question	27834801
1097546	question	27824699
3171751	question	27807939
1933215	question	16913197
2334352	question	27751655
4314426	question	27752959
3721822	question	27742615
1304383	question	27741403
3001689	question	27740712
3677132	question	27735129
3785746	question	26437961
3379528	question	27615885
3428481	question	27597710
4372511	question	27538119
830481	question	6589061
3872548	question	27532017
3740256	question	27532604
2598701	question	27520898
1391499	question	21641973
3452766	question	27446158
4350857	question	27427931
352615	question	27424687
4260915	question	27420059
4303640	question	27413929
3759362	question	27396420
3404269	question	27388376
2831350	question	27370032
4220686	question	27365054
2715338	question	27292110
3873526	question	27346326
3995544	question	27341305
4208329	question	27334133
4328220	question	27313657
4301762	question	27303351
3195880	question	27303876
1223445	question	27268884
48957	question	27157711
2787782	question	25710919
1988708	question	27214857
4110311	question	27213709
3606257	question	27208500
3375195	question	27193664
4218786	question	27158963
4296498	question	27152872
1029741	question	27130739
3200180	question	27026082
3086930	question	27024380
3613095	question	27000552
1732515	question	26998177
1859369	question	26994151
3185108	question	26948149
4180763	question	26935736
2051815	question	26928545
3357111	question	26891695
2393553	question	25428078
2312801	question	26869426
1936229	question	26865365
3919284	question	26819865
4127254	question	26785404
4223761	question	26784951
4214528	question	26781965
4175103	question	26630583
4189955	question	26695080
3944283	question	26668557
4052294	question	26639546
3003006	question	25902737
4174080	question	26529882
2372160	question	24627075
982124	question	26580976
982124	question	26581878
4184380	question	26581561
982124	question	26500589
3715917	question	26521146
2285969	question	26500065
3621306	question	26469996
4058892	question	26485627
3064642	question	25216150
3578809	question	26237304
4096093	question	26369957
4140597	question	26391573
4096093	question	26368095
4096093	question	26365536
3951734	question	26362917
1383702	question	26360929
2731272	question	26250696
4122709	question	26269330
4029791	question	26255102
3525921	question	26229900
3511346	question	26220006
4091019	question	26181692
4043556	question	26159821
3939770	question	26134114
2849144	question	26114659
2710569	question	26039278
4007277	question	26038123
1672767	question	26029846
4069816	question	25991970
1797978	question	25988580
4015856	question	25947399
4038209	question	25983439
3531482	question	25970188
882857	question	25964593
3452766	question	25960048
3695637	question	25931881
4056419	question	25924248
1995606	question	25885757
3270525	question	25873309
3091781	question	25847811
4035866	question	25830917
989185	question	25821418
481232	question	25814670
4014696	question	25701299
2849596	question	25758705
4023554	question	25749037
4004685	question	25731234
3846091	question	25728437
3647837	question	25710261
3925277	question	25219950
504169	question	25637434
3646193	question	25627282
3463075	question	25601368
3979903	question	25592108
3902766	question	25589146
1117987	question	25539213
3982932	question	25527702
1117987	question	25469706
3389375	question	23385804
3423330	question	25462565
3970399	question	25460518
2035093	question	14669745
3952775	question	25411884
2620873	question	25409168
3650041	question	25388096
3939255	question	25359453
3949080	question	25352783
2930477	question	20183590
3933489	question	25302784
3931291	question	25253748
3929913	question	25245411
2753864	question	25244999
3481875	question	25223631
2391964	question	25220456
1365908	question	18636635
3768665	question	24972148
3908712	question	25130644
3882512	question	25078809
3662493	question	25084732
2917712	question	25077103
3538177	question	25067914
3882672	question	25060507
2102381	question	24409214
1638362	question	25037274
3774582	question	25028240
3021884	question	25013968
2372160	question	25014060
3202144	question	24993276
1897974	question	23455511
3552089	question	24949709
3349400	question	24925338
3851577	question	24902361
3326163	question	24881928
478183	question	24873509
3856999	question	24859552
975199	question	24837172
3466974	question	24835544
3842025	question	24835267
3815283	question	24830042
1564987	question	24826740
2372465	question	22762404
3782418	question	24819854
2556722	question	20873676
2899587	question	24780451
3192968	question	24784689
2379575	question	24740379
3653164	question	24715206
2414069	question	24690095
3619084	question	24674813
3827476	question	24688220
3819235	question	24647329
3800137	question	24568298
3800137	question	24553150
3801610	question	24554126
3427347	question	24543509
3791817	question	24540035
2539445	question	22868837
1930228	question	24529547
300675	question	24517678
2725775	question	24491800
3665403	question	24474136
940088	question	24467053
2407268	question	24431503
3589547	question	23391862
1642344	question	24316566
2921557	question	24316554
1417671	question	24316247
3626124	question	24312836
3702602	question	24301672
1198778	question	24307664
3749631	question	24274259
2725775	question	24258189
3385666	question	24203664
3193179	question	24200997
1269091	question	24169686
3115842	question	24138043
3619084	question	24116995
3287027	question	24108558
2587662	question	24105423
3718488	question	24103648
3700056	question	24075676
3702602	question	24053583
3115842	question	24041620
2923444	question	24024630
2141665	question	24012313
3423260	question	24018933
3671584	question	23993090
3700056	question	23998912
3016759	question	23996758
3551120	question	23979519
3385687	question	23975505
2041755	question	23975192
3332227	question	23947399
3687622	question	23946731
3459579	question	23162200
2817726	question	23837422
3459579	question	23856866
3676966	question	23874938
3123545	question	23855168
2259219	question	23827878
3478961	question	23828661
2102266	question	23782590
3651330	question	23775889
1379286	question	23763225
3650099	question	23763091
3656165	question	23760315
1644261	question	23712263
2676430	question	23666896
1945540	question	23643150
2907645	question	23632485
3378393	question	23627261
703952	question	5825860
2446679	question	23612065
2677083	question	23573811
2619978	question	23505276
3601666	question	23525792
3607569	question	23491348
3594517	question	23487559
1052169	question	23455214
2011284	question	23471219
2597107	question	23462785
2757519	question	23426246
3591674	question	23402312
2921557	question	23391721
1809811	question	23338673
3507535	question	23316221
3550594	question	23314655
2198103	question	23307846
3574338	question	23302218
2521744	question	23300155
3530661	question	23276775
1757401	question	23274766
3489787	question	23269099
2614397	question	23260445
854955	question	23230880
2757519	question	23229875
2909683	question	23211406
2355822	question	23193993
3129242	question	23181744
3552139	question	23180712
3531428	question	23155896
3545382	question	23161278
3135004	question	23160709
3545382	question	23148396
3531238	question	23133708
3478992	question	23118288
1851522	question	23094780
1894824	question	23093693
2246248	question	23091068
3488008	question	23076982
3172928	question	22987413
3519934	question	22991395
2736425	question	22973999
2465787	question	22959475
3513466	question	22952153
2387934	question	22949077
3487312	question	22924837
3438393	question	22913706
3272713	question	22899029
2128837	question	22863622
3443163	question	22808947
2334001	question	22776581
2750262	question	22800553
3084196	question	22790922
3443163	question	22764549
3304642	question	22761702
2899201	question	22747040
3083199	question	22741914
2796272	question	22204365
2734251	question	22733491
1659450	question	22702929
2610750	question	20926016
3424886	question	22499204
3465981	question	22672171
975592	question	22677632
2838500	question	22635172
3305411	question	22633619
3211113	question	22623009
3458540	question	22627963
975199	question	22588250
350685	question	22515813
2735487	question	22437923
3424215	question	22429613
3414958	question	22381066
2698507	question	18355428
3204846	question	22392796
2826397	question	22376866
1178820	question	22361466
2140284	question	22355504
1756263	question	22259799
3408490	question	22339782
3204846	question	22290627
3010773	question	22312909
2156296	question	22309209
1626410	question	22285854
3352395	question	22273769
3140335	question	22273481
3377537	question	22268104
2748984	question	22249760
1966240	question	22232214
2748984	question	22231882
2343907	question	22231756
1807880	question	22219105
2070297	question	22186215
3261032	question	22155493
3383675	question	22200451
2421990	question	19148165
1897974	question	22166240
3373667	question	22139679
2971569	question	22113936
1503304	question	21967719
3259361	question	22066038
905513	question	22058893
2551779	question	22000806
2913290	question	21986921
3192948	question	21924273
2748327	question	21897102
674262	question	5974162
2143247	question	21902948
3256623	question	21896847
2187142	question	21865979
1136379	question	21690852
3053891	question	21881109
2946124	question	21865032
1391499	question	21860276
1301933	question	21841319
3004356	question	21827281
3192948	question	21819741
2933671	question	21811268
1391499	question	21794366
3294900	question	21784560
3241507	question	21761449
1709948	question	21761360
3300466	question	21750525
3046739	question	21746187
1757265	question	21739098
3259283	question	21692009
2306432	question	16579554
2393203	question	21678144
1741251	question	21675849
3290741	question	21665581
3283985	question	21654907
2950370	question	21646367
3283807	question	21627827
3004356	question	21617992
963798	question	21612197
3280236	question	21607271
1525221	question	21594722
1291872	question	21547740
3004356	question	21540886
1553293	question	13318026
3222016	question	21448035
1916181	question	21452968
2515000	question	21441647
3159915	question	21427986
3158403	question	21425282
1483810	question	11420088
2468342	question	21413519
1008919	question	21371555
2468342	question	21406285
2517625	question	21382940
1601973	question	21395946
1897974	question	21380784
3239463	question	21374907
3185528	question	21361063
1415032	question	14874088
3196424	question	21353760
3185528	question	21347942
1129107	question	21328135
3046019	question	21304618
1503304	question	21301230
1546201	question	18688073
2043361	question	17330963
2602109	question	21270096
2674781	question	21252745
1576748	question	21244989
3212404	question	21219344
3193899	question	21217929
1096543	question	21216040
2628521	question	21173748
2725744	question	21162028
2505027	question	21129955
3191005	question	21128726
3188067	question	21099788
3129779	question	21088544
3163188	question	21083369
3186034	question	21069144
3173250	question	21065305
2759889	question	21049800
2010496	question	21050308
3047391	question	21038327
1329201	question	21015219
2987848	question	21002149
2610750	question	20894130
3104737	question	20894053
3104737	question	20891765
2921557	question	20873526
2921557	question	20872550
1656521	question	20858442
3009875	question	20848774
3111785	question	20637944
2512925	question	20793147
1849060	question	20787711
639627	question	20787116
2308992	question	20785257
3051827	question	20760196
2995414	question	19996537
977720	question	10884954
2503750	question	20726810
3128094	question	20735278
3104737	question	20729168
2547576	question	20722272
3104737	question	20720156
1550566	question	20685756
3009875	question	20695431
3097744	question	20689924
3117548	question	20687642
3115202	question	20658247
2057294	question	20583175
3101164	question	20647201
2232418	question	20588694
2278691	question	19645724
2658226	question	20600286
2547576	question	20596985
2155655	question	17818421
2950755	question	20583406
2529129	question	20573894
445820	question	20453830
2982096	question	20564311
2503750	question	20559307
2775183	question	20531021
2776449	question	18787307
3078580	question	20508020
3078580	question	20481914
1403814	question	20476384
3078580	question	20447090
3078580	question	20472644
2508465	question	17653756
2966161	question	20341119
935573	question	20456948
2900561	question	20438880
3072030	question	20410600
2939942	question	20303469
546509	question	20380751
3012169	question	20341991
3012169	question	20340341
1709108	question	20315523
2429040	question	20298435
1424366	question	20269918
3033149	question	20274367
2837067	question	20279928
2963636	question	20278556
2534272	question	20116563
2873357	question	20252131
3036978	question	20225061
2001485	question	20156647
445820	question	20145692
2838500	question	20090552
2743565	question	20054384
2838500	question	19974702
1167343	question	19965101
2873971	question	19956306
2078845	question	19890807
2793065	question	19881788
2933671	question	19740559
2838500	question	19832625
2421611	question	19788331
2749048	question	19776225
2902561	question	19769012
2947095	question	19739856
2835191	question	19708846
779158	question	19703218
2877744	question	19680664
2889104	question	19675175
2889104	question	19673863
2923444	question	19632535
2690363	question	19609198
2905674	question	19591450
2747609	question	19589251
2111512	question	19584501
2749048	question	19579785
2873357	question	19558264
1572987	question	19557486
2768526	question	19426851
2885137	question	19527586
2838500	question	19513866
1972324	question	19498299
2895494	question	19454341
1396378	question	19448564
2828701	question	19394633
2088919	question	19386919
2876983	question	19350012
2869081	question	19308089
2838500	question	19249484
1826376	question	19242541
1208952	question	19230292
1462316	question	19217709
2850174	question	19208683
1135898	question	19210182
2558525	question	19204771
2549787	question	19175223
2421990	question	19171352
162167	question	19167760
2590828	question	19159988
2722799	question	19159075
1227038	question	19100276
2826473	question	19068146
2789428	question	19036505
2746114	question	19021741
2762883	question	19015334
2806656	question	19013094
1564967	question	12699135
850271	question	18995042
2743057	question	18975901
2459296	question	18974346
2804451	question	18945382
1455182	question	18909756
730858	question	18911016
1030841	question	18898806
1642219	question	18894369
864385	question	18883163
2766117	question	18874080
2513177	question	18688248
861542	question	18813230
1737773	question	18800266
2680503	question	18797294
2762883	question	18795982
2762883	question	18794150
1897974	question	18779494
2762883	question	18774498
2186631	question	18718915
2363215	question	18656169
2752372	question	18646970
1772824	question	18637221
2007147	question	18630820
2743803	question	18612327
1346994	question	18594369
2742506	question	18590311
2723939	question	18564192
2103538	question	18524187
2665801	question	18500015
1214293	question	18424970
2424404	question	18405880
1552172	question	18393948
2186753	question	18391747
2127136	question	18359908
2698507	question	18328406
2417250	question	18319363
2607528	question	18258028
2683673	question	18240209
2078412	question	18212380
2545822	question	18100405
1462202	question	17257601
2509032	question	18082641
1008244	question	18066055
2597709	question	18048286
2636368	question	18034065
2597843	question	18029395
2637317	question	17970897
2394654	question	17860429
2619834	question	17933464
2372006	question	17882652
2608855	question	17879393
2508465	question	17749608
2508465	question	17747251
2508465	question	17735580
2538286	question	17464849
2435004	question	16938018
1773111	question	17403572
998158	question	17246272
1503249	question	17223348
2475965	question	17088817
542925	question	5619973
2457109	question	16989803
674832	question	7078806
1509201	question	16877277
2426607	question	16817668
2411201	question	16701478
2115280	question	16640286
1110859	question	16617769
2107544	question	16592506
2246351	question	16555065
2376526	question	16516858
1660520	question	16429302
2368555	question	16474953
2233763	question	16442999
2329296	question	16403925
1338194	question	11689611
1318988	question	10057810
2341268	question	16328717
2068548	question	16318281
643875	question	16302315
2063739	question	15111074
1709738	question	16124120
1722396	question	16117420
2267230	question	16124951
2267230	question	16116457
2267230	question	16116173
1068249	question	16103962
2286230	question	16043795
782535	question	16007251
2210477	question	15831040
2269099	question	15943024
1690461	question	15898289
955624	question	15925857
1680627	question	15914152
2179841	question	15823495
1783483	question	15768745
1827879	question	15704809
569077	question	15693273
372512	question	3102889
2197423	question	15579748
782104	question	15496047
2102211	question	15465886
2102211	question	15447939
2175697	question	15442866
2175697	question	15450987
1182591	question	15418542
273792	question	6467703
1980906	question	15254647
1124661	question	15240416
2121179	question	15218363
1394925	question	10803541
2113227	question	15101213
2090680	question	14977567
1205547	question	14907926
2024102	question	14597856
2048211	question	14822443
1995288	question	14815598
1895118	question	14795926
1706121	question	14789230
1848708	question	14773068
1848708	question	14764582
1410476	question	10805892
1759865	question	14629455
1999428	question	14453627
1954248	question	14353882
1964964	question	14426458
806061	question	14363163
1559953	question	14285364
1443702	question	14189936
1941871	question	14187850
1924484	question	14136291
1936192	question	14127329
1936192	question	14089418
1867364	question	14005059
1032504	question	13972714
1905113	question	13886544
1847373	question	13787493
1885150	question	13761566
1775444	question	13572827
1807100	question	13499559
636065	question	5428598
1707431	question	13234218
495248	question	13194586
1758274	question	13097673
1772368	question	13057092
1564818	question	13027087
1741397	question	12861100
997907	question	12817439
1492684	question	12740667
1667654	question	12400449
1261800	question	11698738
1482542	question	12294754
754210	question	12228507
1482542	question	12132952
1482542	question	12126485
1507139	question	12123473
1604247	question	12064747
1462466	question	12053128
1105435	question	12039452
1609430	question	12023212
856972	question	11908793
856972	question	11892861
1482542	question	11867133
1482542	question	11815596
1409399	question	11777454
1560295	question	11708631
1513299	question	11697375
1482542	question	11700050
844226	question	11647402
1367975	question	11610426
1446087	question	11536705
1417988	question	11493314
1502541	question	11335805
532493	question	11268909
1266828	question	11068935
1449915	question	11068364
749658	question	10967714
1383734	question	10805187
1417075	question	10752304
1351226	question	10737924
1351226	question	10730280
1263260	question	10429886
1369133	question	10646259
723817	question	10514105
451959	question	10526122
929304	question	10329698
1334144	question	10168244
1197747	question	9911093
945682	question	9867244
518169	question	5738802
652669	question	7838280
906568	question	7296632
1199649	question	9342335
1096685	question	9294460
1171550	question	9244127
1199649	question	9211047
196555	question	9156045
1062631	question	8881858
800452	question	8734166
986715	question	8103454
613860	question	6489473
763078	question	7731198
821986	question	7551497
337690	question	7438962
360737	question	4424886
855640	question	7292495
432193	question	7231899
100747	question	2593090
52590	question	7053797
398431	question	6873667
561731	question	5238469
376947	question	6447810
388916	question	6434429
792513	question	6355403
591776	question	6092422
736642	question	5954768
713623	question	5873244
610532	question	5667091
216408	question	5614376
636065	question	5441312
437592	question	5383750
636065	question	5373456
664383	question	5339527
398431	question	5210910
559032	question	4603004
560947	question	4601945
553162	question	4601264
553162	question	4593609
560947	question	4582700
1162063	question	4407923
241681	question	4006171
145573	question	3940085
401006	question	3641478
149206	question	3500475
148766	question	3269404
370629	question	3072516
148814	question	2864739
291724	question	2824887
28324	question	1462919
9120452	answer	59227962
649504	answer	59213872
10789130	answer	59138429
11653883	answer	59123584
12286923	answer	59068999
11840518	answer	59053381
965834	answer	58784317
3674329	answer	58784148
12298806	answer	58737906
2181514	answer	58710821
11982418	answer	58705217
12279239	answer	58582831
11725079	answer	58582874
2989952	answer	58579683
11215253	answer	58578838
11607676	answer	58515835
4345141	answer	58465924
6192973	answer	58466110
3385827	answer	58465820
9825123	answer	58375626
12213212	answer	58374829
12130402	answer	58201707
12130402	answer	58201181
157247	answer	58084587
12093133	answer	58038199
9314803	answer	57883437
10831557	answer	57883210
2815635	answer	57883169
11945202	answer	57724863
10620671	answer	57673250
5994600	answer	57673119
560161	answer	57620162
11945202	answer	57619702
295783	answer	57608987
2080056	answer	57608937
19068	answer	57571480
6098780	answer	57543049
10663449	answer	57449296
11369571	answer	57388979
11871596	answer	57330619
11851796	answer	57330578
1447509	answer	57246655
9012930	answer	57205115
11301415	answer	57187940
10613463	answer	57184224
10606400	answer	57146915
9149152	answer	57157207
9072574	answer	57085282
3699235	answer	57027297
1428972	answer	56990600
8113391	answer	56964712
11733466	answer	56928979
11017595	answer	56928978
2875348	answer	56928700
10077371	answer	56928642
7768683	answer	56906850
11673092	answer	56906721
5494234	answer	56880024
11635033	answer	56852967
3709257	answer	56826555
8684182	answer	56812677
5499320	answer	56762415
1975043	answer	56725642
4367087	answer	56725453
11011366	answer	56574810
11481083	answer	56555540
1093403	answer	56548192
4649133	answer	56520445
2709342	answer	56453312
5073281	answer	56437032
743290	answer	56296157
6385825	answer	56096104
10456357	answer	56276422
2894798	answer	56275586
4723536	answer	56274759
2438423	answer	56214754
10383360	answer	56214220
3639777	answer	56213565
2490336	answer	56161759
11371198	answer	56087130
9645594	answer	55911841
9993964	answer	56000219
4278381	answer	56000003
11340447	answer	55999578
9191617	answer	55999626
6709927	answer	55986030
3986005	answer	55985707
2207559	answer	55911246
11208603	answer	55867249
6261277	answer	55867081
6261277	answer	55866859
8791364	answer	55762647
10704605	answer	55770925
9648217	answer	55762601
149206	answer	55667016
11355846	answer	55667065
8726260	answer	55666969
6876418	answer	55655884
5441	question	554679
4373100	answer	55655829
11238886	answer	55632490
5253393	answer	55561381
5143187	answer	55560778
2456759	answer	20156728
5947043	answer	55394692
11258882	answer	55352510
1497949	answer	55327197
1553888	answer	55307692
5868550	answer	55285181
11236989	answer	55278714
11222004	answer	55265315
157247	answer	55265078
7352865	answer	55248250
11210545	answer	55189905
11210190	answer	55188610
4125723	answer	55158790
4967628	answer	55145396
3518585	answer	55143867
295783	answer	55060692
9905207	answer	55040121
4573410	answer	54877399
10352378	answer	54791315
10486605	answer	54791235
4170720	answer	54742454
4994005	answer	54741860
3387954	answer	54689932
4021490	answer	54688998
10852167	answer	54688861
8804557	answer	54688833
5819026	answer	54435096
7316590	answer	54362297
2539543	answer	54358853
1447509	answer	54332971
10904597	answer	54288024
10879060	answer	54280849
8223070	answer	54273124
3640844	answer	54272511
463319	answer	54138474
5921745	answer	39072423
1530827	answer	54049339
4135581	answer	54033595
3879882	answer	54033751
8863739	answer	54008831
7380613	answer	53812923
10632369	answer	53800855
7967438	answer	53673584
3906314	answer	53673539
10100046	answer	53653441
9220043	answer	53574417
6075219	answer	53574083
910411	answer	53519445
7336232	answer	52681735
519413	answer	50675779
2683013	answer	48700852
7863163	answer	47751515
3427628	answer	47751364
7939787	answer	47751292
4255071	answer	47068488
8717920	answer	46654575
1758300	answer	46216745
1341886	answer	45531940
4101254	answer	45391334
7854951	answer	44455943
6482022	answer	44455696
8034640	answer	44284599
7904893	answer	44284125
2834937	answer	44284117
4482696	answer	44284110
7193616	answer	43959230
1385783	answer	43944666
1011527	answer	43944673
2670571	answer	43374240
3179824	answer	42567444
1578347	answer	42145811
7347451	answer	41352597
3525315	answer	33507729
3853934	answer	39085151
3169577	answer	39072626
3185267	answer	39072456
6012416	answer	36640136
3288220	answer	33914421
290326	answer	33914275
5466788	answer	33914298
1714715	answer	31491614
3546760	answer	30841321
3209702	answer	30841493
973578	answer	26567502
848513	answer	29798181
1476544	answer	29294269
4056830	answer	29293843
3626659	answer	29293502
4084932	answer	26567904
1714715	answer	26567554
4181566	answer	26567509
1652031	answer	24238435
2177821	answer	23758029
1068142	answer	14065621
1258004	answer	14065572
5104748	answer	53507956
5180406	answer	53507698
1586174	answer	53507638
9303401	answer	53446621
10244234	answer	53426442
1308314	answer	53424602
1491895	answer	53354400
4589931	answer	53307704
10488923	answer	53297808
6144071	answer	53250413
4643961	answer	53250321
5043246	answer	53236943
4093753	answer	53078451
7036990	answer	53077740
10412708	answer	53077277
10412669	answer	53077669
7104527	answer	53077302
5939437	answer	52978580
3684882	answer	52978141
5332430	answer	52978207
10546053	answer	52948475
10532426	answer	52906083
3295867	answer	52847626
4240862	answer	52846482
5897602	answer	52806681
1121742	answer	52807137
3295867	answer	52640453
3603681	answer	52640445
1628790	answer	44056063
5980425	answer	52609296
9086020	answer	52509854
1525996	answer	52505154
8893023	answer	52465974
7226895	answer	52367000
9557607	answer	52367062
9886643	answer	52357915
10303592	answer	52357526
8953912	answer	52312621
8731388	answer	52312499
3774167	answer	52162929
9996383	answer	52161363
9714132	answer	52129520
5361707	answer	52088170
7224402	answer	52073901
6536540	answer	52070018
5709697	answer	52069851
2950711	answer	51955142
4281779	answer	51863166
6392431	answer	51863132
10204101	answer	51771371
2129097	answer	51746352
1353011	answer	51696370
1005978	answer	51688891
8949672	answer	51648192
8526705	answer	51645073
7025752	answer	51575678
8693804	answer	51526230
10124883	answer	51498075
9989349	answer	51457329
3867490	answer	51317307
3041435	answer	51260527
8993212	answer	51169611
6136883	answer	51053049
4775312	answer	51053043
1578780	answer	51003917
9919029	answer	50864462
1491895	answer	50824363
7796398	answer	50821520
1353011	answer	50821128
8081461	answer	50739013
4460737	answer	50722684
9879702	answer	50722589
473887	answer	50722501
6634556	answer	50716925
9879702	answer	50713756
4913666	answer	50643041
3711988	answer	48257097
3731614	answer	47396860
3931192	answer	45900326
6693915	answer	45041907
1011527	answer	45039044
1353011	answer	44617386
6434577	answer	44055998
4717533	answer	42506195
6439240	answer	40438790
4016739	answer	39068841
4726671	answer	39068396
1675954	answer	38056893
1736871	answer	37866612
1551411	answer	37866694
1715829	answer	37866555
4908341	answer	37322080
3706088	answer	37322045
6127393	answer	36516071
1928179	answer	25047496
1324	answer	25047278
2518525	answer	24946800
2144445	answer	24946854
2236074	answer	20350587
1143732	answer	20350498
6943762	answer	50636655
8627166	answer	50635986
8153181	answer	50633883
1830241	answer	50633621
2487009	answer	21349971
9675024	answer	50510284
9811543	answer	50509681
3732075	answer	50509242
7408993	answer	50403638
3898470	answer	50292099
6444625	answer	50285849
8023289	answer	50285657
2139191	answer	50285802
4367954	answer	50228239
4795365	answer	50226020
3776432	answer	50225585
9515207	answer	50225583
7117056	answer	50188767
2595012	answer	50185826
5765887	answer	50180876
1583522	answer	50180762
1680415	answer	50180647
5901848	answer	50178819
1610628	answer	50106043
7044293	answer	50079093
9714879	answer	50078942
9525983	answer	49973651
8275281	answer	49933637
3635330	answer	49933538
9515207	answer	49838668
4419371	answer	49784572
6200756	answer	49784589
6579131	answer	49751581
9585955	answer	49747588
3884852	answer	49717188
5517143	answer	49717131
9602385	answer	49672879
2960971	answer	49662668
9528480	answer	49661970
3774167	answer	49660778
801448	answer	49659143
8543056	answer	49586861
1829499	answer	49586143
4057622	answer	49586108
5060349	answer	49586043
5778569	answer	49553510
2613552	answer	45348356
3385827	answer	49461492
7450125	answer	49461487
30945	answer	49440433
4281779	answer	47723125
1722602	answer	49420725
9525983	answer	49420782
4539528	answer	49405303
5338248	answer	49402965
9505307	answer	49404002
4500863	answer	49399255
7451060	answer	49307171
1817690	answer	49298048
2572245	answer	49250303
2897975	answer	49250523
6313962	answer	49250164
9471710	answer	49237052
6742200	answer	49240903
7286610	answer	49210728
4294852	answer	49209795
9471710	answer	49210004
9438147	answer	49209779
6790842	answer	49205411
6243941	answer	49205335
5338248	answer	49187484
6098439	answer	49136299
2570054	answer	49045771
8062560	answer	44522764
1715121	answer	48952042
8747584	answer	48952017
9014183	answer	48938026
6015889	answer	48938005
5323516	answer	48905711
8096817	answer	48889221
7888854	answer	48848056
5734311	answer	48828960
1366467	answer	48828775
7647266	answer	48762346
5258734	answer	48758618
3478798	answer	48745974
8096817	answer	48745925
2556381	answer	48744397
7104527	answer	48743970
5203991	answer	48700608
5518817	answer	48684155
5960663	answer	48570758
1421665	answer	48562865
7640744	answer	48562788
4175273	answer	48562510
6583644	answer	48559747
5032366	answer	48541244
8375623	answer	48482403
8202589	answer	48477889
3021791	answer	48477744
1970861	answer	48477801
9059639	answer	48473153
1254794	answer	48473189
9260314	answer	48473174
4060530	answer	48429794
3603681	answer	48409438
6862608	answer	48398789
2159528	answer	48391560
2008318	answer	48391510
3603681	answer	48370355
7820028	answer	48370239
3762067	answer	48353451
7268418	answer	48344582
7427482	answer	48339943
3214471	answer	48296652
6058922	answer	48297375
6362807	answer	48296597
5113763	answer	48296477
9002497	answer	48243067
463319	answer	48232686
2464144	answer	48176645
1553888	answer	48175886
1011527	answer	48175883
2349062	answer	48095842
2686345	answer	48091981
1796619	answer	48092153
9098421	answer	48029086
9112450	answer	48029211
7884887	answer	48024710
3263503	answer	48005915
5483580	answer	48005994
3620242	answer	48006029
5449410	answer	48005926
8356266	answer	47966204
2297722	answer	47957754
8510838	answer	47917747
9071534	answer	47904003
1906356	answer	47903518
4807311	answer	47903571
3603681	answer	47830118
5136290	answer	47833552
485907	answer	47795589
5734311	answer	47795369
1650697	answer	47794785
9036411	answer	47584592
3396168	answer	47565777
