user_id	post_type	post_id
6684551	question	39683706
6737284	question	39682110
6773255	question	39674829
4144649	question	39673758
6868114	question	39652651
4241869	question	39650881
4241869	question	39629764
6610614	question	39552233
4108663	question	39608423
4241869	question	39605463
5513375	question	39591324
6679425	question	39564782
6846285	question	39562193
3839076	question	39521883
6367660	question	39319583
6819586	question	39443703
3295417	question	39465775
6818554	question	39433842
5414933	question	39457449
3747585	question	39452178
6121338	question	39440276
4402323	question	33802759
5469901	question	39360964
2301891	question	39345825
6796561	question	39331773
6730270	question	39075176
2434025	question	39242476
3212096	question	39233691
6397885	question	39224897
6124837	question	39221540
6124837	question	39212202
5864125	question	39204046
6734483	question	39190084
6763371	question	39189357
6686058	question	39174366
5641308	question	39169659
6758119	question	39155327
4417787	question	39159411
6182823	question	39149219
6753643	question	39129307
6660779	question	39131959
1887046	question	20395741
4775275	question	39100286
6055913	question	39074935
4367486	question	39083920
2843102	question	19169719
6740485	question	39064723
1295089	question	39057128
6087658	question	39052247
3663765	question	38651742
1867071	question	38952078
5255147	question	38942540
6708137	question	38912080
6706787	question	38906903
5934569	question	38894919
4930565	question	38859259
4613259	question	38800632
4273925	question	38786352
510167	question	38752747
6661154	question	38689188
5645766	question	38679347
6486269	question	38578870
6647030	question	38624374
6641180	question	38608210
6530346	question	38599306
1920695	question	35367994
1018562	question	38573351
5620305	question	38552512
5744052	question	38546306
6626394	question	38531569
6433656	question	38520543
4725017	question	38516168
4718409	question	38491826
2580589	question	21427985
2480359	question	38498446
1053178	question	38484686
4367486	question	38482079
1282166	question	34010031
4367486	question	38479754
4035296	question	38427241
1053178	question	38471112
6609151	question	38461753
5076511	question	38455419
6395838	question	37980799
4452553	question	28378705
6566947	question	38358130
3161462	question	35051948
6580934	question	38336656
6557036	question	38331942
6073522	question	38311988
1009466	question	38281468
6266853	question	38267064
5466895	question	38260840
4718409	question	38252428
2896120	question	38213866
3699054	question	38226759
3103915	question	38217274
2741011	question	38216463
6028504	question	38199505
6531969	question	38198585
6059154	question	38189915
6336955	question	38158792
3169751	question	23697797
5240876	question	38155123
3632340	question	38148974
1476995	question	38125422
3088334	question	38095683
5890708	question	38071173
6465698	question	38062979
4109878	question	38035089
3103915	question	38007713
2051194	question	37997805
2384046	question	25201312
6395838	question	37536216
6494016	question	37944004
2310938	question	37909488
518811	question	37897411
4724719	question	37878069
6474502	question	37858966
4616004	question	37859257
6469182	question	37834648
6395838	question	37770181
6425936	question	37765678
1344228	question	37742764
5756054	question	37706452
5371963	question	37725220
4046347	question	37705194
1568507	question	37701598
6438176	question	37692811
1795390	question	37669743
4796065	question	37613618
6411417	question	37577481
3464777	question	37549819
5841700	question	37533285
4682815	question	37494128
6393826	question	37496681
6377894	question	37496273
3105748	question	37474342
6383396	question	37448265
3757387	question	37467760
3907547	question	25173727
5792831	question	37449467
5041389	question	37443824
6379651	question	37430353
5663455	question	37413275
5905489	question	36480848
4370184	question	37292048
3837020	question	37332689
6281627	question	37326329
1926662	question	37323794
6350452	question	37297446
4587428	question	37287991
4464905	question	37280687
6276724	question	37249904
6336636	question	37236805
5437253	question	37217457
2006998	question	37215696
5738515	question	37213941
5736877	question	37151059
4627763	question	37117292
3812372	question	37087523
4415360	question	37055884
5929306	question	37025777
6171527	question	37024582
4011315	question	37014116
5827005	question	36899770
5585069	question	36887823
5003854	question	36858139
5466897	question	36833800
1894647	question	33453330
6241059	question	36817027
5866208	question	36803411
5756891	question	36790507
6222601	question	36758746
5735168	question	36748851
4013918	question	35647534
2407034	question	29037740
6224990	question	36719899
6227535	question	36731654
5735168	question	36724795
5870909	question	36662576
4329847	question	36658484
4495602	question	36701140
6110694	question	36700163
5972425	question	36693106
1187009	question	36695340
4721666	question	36649338
6132830	question	36638740
5939878	question	36578959
4485112	question	36578432
4966750	question	36559422
6004751	question	36575390
5718683	question	36425465
4692162	question	36547239
6163001	question	36525329
6079217	question	36515411
1329850	question	36510483
6176134	question	36495614
6173917	question	36489808
5419458	question	36487970
3913746	question	36360340
6167665	question	36455614
5413974	question	36435801
3391168	question	32169390
1078536	question	36399565
6139455	question	36371512
6136337	question	36384374
5160264	question	36372347
4818516	question	36372539
4191127	question	36370765
4749489	question	36325601
5830377	question	36364161
6141775	question	36342425
6064079	question	36323397
5992180	question	36307814
3745387	question	36302518
5440142	question	36270622
6120944	question	36265409
6120944	question	36285337
3183539	question	36269642
6018218	question	36245930
2906838	question	36079148
706697	question	36003367
3899560	question	36224603
1451235	question	36197806
982124	question	36175356
6021005	question	36171607
3435610	question	36133417
6054234	question	35959416
5904458	question	36076965
4329847	question	36066872
6067789	question	36057741
5798609	question	36053517
6067789	question	36044360
6037062	question	35881638
6050900	question	35949066
4904437	question	35943002
5484166	question	35939366
6040460	question	35924360
2480359	question	35917672
4925067	question	35690029
4806891	question	35899938
5476612	question	35889917
2249404	question	25443895
5620642	question	35850464
5980603	question	35775717
4329847	question	35777476
6011148	question	35763291
760288	question	35761489
1604199	question	35730622
3624321	question	35658478
5988698	question	35670922
5934365	question	35675059
4013918	question	35667922
4577107	question	35645122
5912608	question	35611278
4236396	question	35630361
884995	question	34553338
5912608	question	35541867
5073523	question	35546459
5889716	question	35542264
2253323	question	35541701
5894874	question	35537033
4497101	question	35532623
3944497	question	35504864
3515313	question	35458252
2255257	question	35457606
5030579	question	35347468
5930816	question	35413865
5375118	question	35389151
5720226	question	35380935
5824336	question	35367429
4318167	question	35347421
5106412	question	35344840
4605052	question	35335125
5860580	question	35332540
4329847	question	35321872
5522659	question	33760557
2440284	question	35267656
5711290	question	35293889
1684125	question	18799579
4729881	question	35280524
4677060	question	35244169
2823419	question	35265839
2145712	question	35247134
1920638	question	30016571
5816509	question	35231184
5816509	question	35228030
5887502	question	35225023
5839900	question	35216467
5696357	question	35210948
5838614	question	35205755
5879512	question	35185449
5164743	question	35143465
4322960	question	35123425
2710972	question	35097192
1880591	question	35118106
5863462	question	35115660
5196253	question	35098875
5859481	question	35096107
5749057	question	35082332
5585914	question	35074540
2945701	question	35045595
5737163	question	34562127
3899560	question	34998560
5830717	question	34997734
5783202	question	34989479
5786515	question	34965452
5316751	question	34962653
4914288	question	32024257
5821376	question	34929702
3845000	question	30917892
5634553	question	34925175
3054899	question	23283145
4986050	question	34917055
5500958	question	34914045
572467	question	34899918
5795384	question	34815264
5538471	question	34897393
1411536	question	34475276
3825428	question	34874785
3734640	question	34872366
5661795	question	34862539
5493448	question	34837153
5800747	question	34836029
5027061	question	34835190
2030864	question	34825900
2536966	question	27612932
4753132	question	34804226
5764359	question	34782561
4557038	question	29374540
3138436	question	34730711
4783262	question	34726745
2040496	question	34677963
5697603	question	34631608
5432990	question	34608662
1904141	question	34611541
2467772	question	34604045
5743052	question	34589558
5673416	question	34603207
3436481	question	34564274
387194	question	34560073
3436481	question	34558444
3196424	question	21357801
3991198	question	26809529
2606385	question	34532723
4514533	question	34528162
5661795	question	34474337
1490169	question	12551166
5711011	question	34435120
4636110	question	34384693
3566328	question	34383513
5113755	question	34378524
4553197	question	34370130
2647475	question	34363614
5535419	question	34360545
2187593	question	34340299
5359549	question	34322771
5659955	question	34316198
5536355	question	34307752
1721875	question	34302647
1721875	question	34300465
4417372	question	34298713
5247234	question	34286105
4095106	question	34284557
3518350	question	34267960
5667029	question	34215599
5256388	question	34236825
5669842	question	34236501
4904377	question	34203203
3842109	question	34232587
5468958	question	34231001
1366847	question	34207258
3920645	question	34200850
4703858	question	34199988
4348186	question	34196878
3011784	question	34185075
4165514	question	34176118
4237965	question	34144885
3011784	question	34128296
4348186	question	34116367
4872279	question	34113429
5192817	question	34062443
4428307	question	34058261
5468958	question	33976716
3296165	question	33980551
5616499	question	33977813
3498886	question	33967308
5480544	question	33958127
5286817	question	33935985
5408831	question	33909887
2366920	question	33920567
3232164	question	33921147
5249937	question	32419100
982124	question	33892429
5579649	question	33890489
5568752	question	33879824
1381537	question	33875428
3970241	question	33861061
4836737	question	33838712
4503645	question	33814209
5015813	question	33811031
4681275	question	29102747
4919737	question	33780983
982124	question	33746156
982124	question	33728026
4820452	question	33318967
5113755	question	33711019
1620626	question	33706204
5559469	question	33696718
2946308	question	19736272
3824362	question	27499193
5502906	question	33676966
5244870	question	33640571
693943	question	33631036
4048136	question	33550348
4869133	question	33563929
1317944	question	33597386
1971743	question	33584128
3982304	question	33542210
4316726	question	33571910
4563220	question	33547956
5349466	question	33561093
1572701	question	33551960
5526594	question	33533634
5505603	question	33510921
5510630	question	33463277
3174752	question	33449352
5510630	question	33453973
4367461	question	33434942
148496	question	33431898
5444416	question	33407244
4350708	question	33394903
5349466	question	33383979
4559306	question	33331561
4967448	question	33358848
5262092	question	33339978
2155093	question	33331376
5149350	question	33330446
5485739	question	33329638
5483213	question	33321560
4734413	question	33316418
5464316	question	33304945
3479566	question	33267263
5458131	question	33266488
1474682	question	33261443
5273255	question	33258636
4943236	question	33255768
4943236	question	33251197
1819502	question	33246059
1819502	question	33241347
982124	question	33199563
5458012	question	33199704
3803334	question	33180241
4993010	question	33178966
5455057	question	33177851
4577602	question	33176377
989062	question	33146992
4810476	question	33146010
962672	question	33083383
5273255	question	33080341
5240156	question	33079295
3568993	question	33075462
3232164	question	33045153
5409169	question	33024840
5095117	question	32955543
3482570	question	32928947
2805376	question	32924038
3465521	question	32892189
5196140	question	32879149
5126032	question	32755200
4017139	question	32826215
4684336	question	32819658
5378807	question	32806456
3275665	question	32758752
4614305	question	32754903
3343720	question	32740103
3275665	question	32735800
3745260	question	32739721
5068969	question	32717858
3953904	question	32713798
4370606	question	32680297
5349466	question	32646530
4421035	question	32680224
982124	question	32675569
4548751	question	32626283
2610873	question	32659894
3371372	question	32662936
5244512	question	32660728
5317180	question	32596562
5101455	question	32580065
5239046	question	32569499
3319739	question	32564320
3689435	question	32555702
3938343	question	32533020
2936329	question	32510745
5321818	question	32505593
4593946	question	32498120
3716233	question	32381385
5304426	question	32416676
4791856	question	31208027
5120675	question	32338245
3340899	question	32386483
5227045	question	32378604
3934882	question	32339366
2674710	question	32354757
4908082	question	32347694
2955598	question	32330664
4907374	question	32265758
5182821	question	32261423
5234642	question	32210891
4607770	question	32153482
2276404	question	32172540
1337604	question	32167112
2581702	question	32157919
2661419	question	32119049
5145302	question	32101290
3938343	question	32069510
5232081	question	32034337
4589398	question	32032287
962734	question	15095724
4649374	question	32011798
4139932	question	32010204
4946758	question	31995479
4972948	question	31984141
5177786	question	31983007
4625094	question	31928098
5097604	question	31916619
1973735	question	31905008
4212356	question	31899182
4993010	question	31820296
4932091	question	31810815
4796973	question	31811135
2360111	question	31797306
4246181	question	31800499
4909783	question	31525919
5186943	question	31796020
4212356	question	31751993
2625902	question	23122551
2211398	question	31716892
3799079	question	31715459
2896741	question	31709851
5140136	question	31545201
3662531	question	31658632
3317184	question	31645157
4756524	question	31625220
4756524	question	31636077
4705262	question	31613673
1076413	question	31419611
3193937	question	31582223
5120502	question	31554675
2638256	question	31533107
5136356	question	31524475
3245163	question	31525229
1122893	question	31501050
1647390	question	31464896
4708204	question	31386656
1647390	question	31429712
4597902	question	31434355
1802154	question	31427331
1060051	question	31426719
5000785	question	31415464
3021884	question	26181060
4932091	question	31358983
2275867	question	31374397
148225	question	31360459
4932091	question	31368382
4932091	question	31362142
5105756	question	31357526
5098428	question	31320788
5093274	question	31303691
1539865	question	31299795
4812807	question	31273014
3662531	question	31257591
3932840	question	31208885
4820169	question	31198189
4213650	question	31192321
4989863	question	31159715
5027061	question	31140744
4909244	question	31099878
3583739	question	31082830
5027061	question	31060066
5036822	question	31010595
4558489	question	30995668
4963356	question	30960178
4283088	question	30959137
1364351	question	30958441
4796973	question	30946207
4242207	question	30929177
1951879	question	30925310
5025345	question	30923568
4993010	question	30923743
4993010	question	30922056
4938891	question	30840435
4993010	question	30880936
4995989	question	30849409
2609791	question	30788909
4975513	question	30813266
4975038	question	30764180
4891220	question	30759465
2057853	question	30758297
4354004	question	30751302
4938891	question	30722988
4987357	question	30716543
560612	question	30713525
4938891	question	30638635
2175642	question	30634337
4895880	question	30627740
4904490	question	30629548
3240327	question	30585038
4864334	question	30581618
3260912	question	30562005
4948101	question	30501627
3653474	question	30492035
3653474	question	30486476
3296860	question	22943013
1030436	question	30426518
4927484	question	30388500
4932091	question	30428652
3653474	question	30354527
4473155	question	30368197
4726854	question	30339396
4882188	question	30284136
3113858	question	30304493
2955598	question	30280392
4884136	question	30275371
4721675	question	30274655
4641680	question	30270977
2694184	question	30252012
4884136	question	30212663
4887736	question	30170322
4299638	question	30204960
3952064	question	30182853
4311373	question	30117937
4555822	question	30117427
1392601	question	30151008
3719301	question	30102696
4357275	question	30141500
4669171	question	30089962
4874351	question	30126065
2514911	question	30106122
