from	to	weight
3093731.0	1026459.0	0.0004908842869708818
1945540.0	1026459.0	0.0004908866127987172
2310830.0	5336818.0	0.0006575958525884937
5273255.0	5336818.0	0.0013151929163911888
5273255.0	5336818.0	0.0013151929163911888
5367228.0	2310830.0	2.9479447256767002e-09
5367228.0	5336818.0	0.0006575988005332194
5273255.0	5336818.0	0.0013151929163911888
2503750.0	5336818.0	0.0017739239611833147
2503750.0	5336818.0	0.0017739239611833147
2503750.0	5336818.0	0.0017739239611833147
2503750.0	5336818.0	0.0017739239611833147
2826778.0	2853243.0	0.0023656254585101605
2826778.0	804867.0	0.0017741094480036759
2826778.0	2911621.0	0.0017740956293828712
2826778.0	2911621.0	0.0011827328683776403
804867.0	2853243.0	0.0005915160105064846
2826778.0	2853243.0	0.0017742626975049297
2911621.0	2853243.0	0.0005915298291272893
2911621.0	804867.0	1.3818620804703294e-08
2826778.0	804867.0	0.0011827466869984453
2723939.0	804867.0	0.002210566739810587
2097224.0	2132800.0	0.0004365523571506334
2723939.0	2132800.0	0.0008730096489575447
1586174.0	7685472.0	2.235340547645376e-09
6828186.0	7685472.0	0.0011621471411545333
6828186.0	7685472.0	0.0011621471411545333
693275.0	1586174.0	5.533603244893548e-09
693275.0	7685472.0	7.768943792538924e-09
6828186.0	7685472.0	0.0011621471411545333
4973275.0	5180509.0	0.002142405150591444
4973275.0	3858806.0	0.0021424064255643775
5180509.0	3858806.0	1.274972933652807e-09
5468958.0	3858806.0	0.0010712133593517128
5468958.0	3858806.0	0.0010712133593517128
2809325.0	5180509.0	0.002142405150591444
2809325.0	3858806.0	0.0021424064255643775
1980906.0	1353011.0	0.000809578080956912
1980906.0	1059101.0	0.0008095783237017202
1353011.0	1059101.0	2.4274480824948777e-10
1980906.0	1059101.0	0.0004047874057275974
1980906.0	1059101.0	0.0004047874057275974
1879822.0	1491895.0	0.000434953609110401
3882672.0	1491895.0	0.000434953609110401
2956874.0	3558931.0	0.001531699532666169
8454443.0	3558931.0	0.001531699532666169
5994600.0	10620671.0	5.23854119346967e-07
8454443.0	10620671.0	0.009457989380812847
8942066.0	10620671.0	0.009457989380812847
2008318.0	2159528.0	0.0014551049604940294
452074.0	114251.0	0.0011254577230589329
4494979.0	452074.0	0.0005627283081014285
4494979.0	114251.0	0.0016881860311603613
4494979.0	4237824.0	0.0005627283081014285
4237824.0	114251.0	0.0011254577230589329
2293686.0	965051.0	0.0005580508164786914
4871242.0	3984553.0	0.0013960297346882478
4871242.0	1059101.0	0.001396029514760503
2040496.0	1059101.0	0.0006980146051225636
1059101.0	3984553.0	2.1992774485238287e-10
2040496.0	3984553.0	0.0006980148250503084
3109830.0	2373138.0	0.0004475718528549492
676835.0	2373138.0	0.0004475718528549492
2278691.0	2373138.0	3.106821397369508e-10
3465521.0	3358027.0	0.0006529508498287586
3465521.0	2649661.0	0.0006529507313996656
3125425.0	3358027.0	0.0006529508498287586
3125425.0	2649661.0	0.0006529507313996656
3465521.0	2649661.0	0.0006529507313996656
2649661.0	3358027.0	1.1842909302967747e-10
3465521.0	3358027.0	0.0006529508498287586
5278878.0	4258081.0	1.9956518246743923e-09
5522659.0	4258081.0	4.353656766803611e-09
5522659.0	4258081.0	4.353656766803611e-09
5550789.0	5278878.0	2.258230143679929e-10
5550789.0	4258081.0	2.2214748390423852e-09
5522659.0	4258081.0	4.353656766803611e-09
4467333.0	5278878.0	7.194820999829182e-10
4467333.0	4258081.0	2.7151339246573106e-09
4467333.0	5550789.0	4.936590856149253e-10
5522659.0	5550789.0	2.132181927761226e-09
3102438.0	5550789.0	0.0024396312834578204
3102438.0	5550789.0	0.0024396312834578204
3102438.0	5550789.0	0.0024396312834578204
3749631.0	5550789.0	0.0011730434217240397
881216.0	1743283.0	0.0004994409528461521
3749631.0	1743283.0	0.000998877251808358
1652183.0	2633591.0	0.0005189823658020783
3977527.0	2633591.0	0.0005189823658020783
3696399.0	2633591.0	0.0005189823658020783
3745183.0	2633591.0	0.0005189823658020783
3463075.0	2633591.0	0.0005189823658020783
3989136.0	2633591.0	0.0005189823658020783
2745584.0	2633591.0	0.0005189823658020783
2780033.0	2487009.0	0.0009320939966064015
1007409.0	544109.0	0.0006474818931761279
1007409.0	260028.0	0.0006474809372879327
1007409.0	517066.0	0.0003237400756148521
613860.0	517066.0	0.0003237400756148521
260028.0	544109.0	9.558881952035497e-10
613860.0	544109.0	0.0006474818931761279
517066.0	544109.0	0.0003237418175612758
517066.0	260028.0	0.0003237408616730806
613860.0	260028.0	0.0006474809372879327
1554899.0	19068.0	0.0005466239135552331
3873526.0	19068.0	0.0005466244288428176
3873526.0	19068.0	0.0005466244288428176
7737406.0	19068.0	-0.0019184894255282218
7467283.0	4183947.0	0.0010719584230167742
8046645.0	4183947.0	0.0010719584230167742
418965.0	1545088.0	0.0018977253161000973
5177786.0	1545088.0	0.006325743986191828
5177786.0	1545088.0	0.006325743986191828
3703534.0	6714544.0	0.0076520859283209786
2826194.0	6714544.0	0.007725163700157677
2826194.0	6714544.0	0.007725163700157677
1809895.0	3703534.0	0.0010107440104079935
1809895.0	6714544.0	0.008662829938728972
1809895.0	2934788.0	0.000937682780168871
2934788.0	3703534.0	7.30612302391225e-05
2934788.0	6714544.0	0.007725147158560101
2826194.0	6714544.0	0.007725163700157677
1512940.0	3703534.0	0.0010107440104079935
1512940.0	6714544.0	0.008662829938728972
1512940.0	2934788.0	0.000937682780168871
1534638.0	3703534.0	0.0010107440104079935
1534638.0	6714544.0	0.008662829938728972
1534638.0	2934788.0	0.000937682780168871
2940893.0	2472111.0	0.0004480602204564871
779158.0	2472111.0	0.0008961491260316947
779158.0	2472111.0	0.0008961491260316947
1992649.0	2940893.0	0.00044808890557520756
1992649.0	2472111.0	0.0008961491260316947
2806497.0	2940893.0	0.00044808890557520756
2806497.0	2472111.0	0.0008961491260316947
10264068.0	2472111.0	0.003028449164589105
10264068.0	2472111.0	0.003028449164589105
10264068.0	2472111.0	0.003028449164589105
4765115.0	1173776.0	0.0005871846485698045
4086533.0	1173776.0	0.000587188106333414
4086533.0	1173776.0	0.000587188106333414
1579565.0	1173776.0	0.0011741956643859838
7104527.0	2556381.0	0.0014998524098011501
1579565.0	2556381.0	0.002999636452317122
148225.0	2556381.0	0.002999636452317122
591626.0	1206267.0	0.0006198099615586381
148225.0	1206267.0	0.0012396192828442875
3043275.0	1024223.0	0.002268244685652964
2873357.0	1024223.0	0.0018145963249447947
1573531.0	1024223.0	0.002268244685652964
1529853.0	4733666.0	0.0011657316649136434
4316681.0	4733666.0	0.001165758633408519
4316681.0	4733666.0	0.001165758633408519
4719957.0	1529853.0	0.0005829033242184001
4719957.0	4733666.0	0.0017486349891320436
1910447.0	1697320.0	0.0009118122620930955
1910447.0	19068.0	0.001823624427959159
1697320.0	19068.0	0.0009118121658660635
935573.0	19068.0	0.0013677185928105584
935573.0	19068.0	0.0013677185928105584
8075749.0	19068.0	0.006137336816779561
7727843.0	8075342.0	1.0620790529816335e-08
8075749.0	8075342.0	0.005392159694830818
8075749.0	8075342.0	0.0010784473060104162
8075749.0	7727843.0	0.0010784366852198864
8075749.0	3385827.0	0.0010784289721533272
8075749.0	3385827.0	0.00539214136097373
1094246.0	8075342.0	0.0010784473060104162
1094246.0	7727843.0	0.0010784366852198864
1094246.0	3385827.0	0.0010784289721533272
8075749.0	3385827.0	0.00539214136097373
3385827.0	8075342.0	1.8333857088959418e-08
3385827.0	7727843.0	7.713066559143084e-09
8075749.0	7727843.0	0.005392149074040288
533209.0	2518608.0	0.0004714422854469924
2187142.0	2518608.0	0.0004714422854469924
3378393.0	2518608.0	0.0014528924236781298
3378393.0	2518608.0	0.0014528924236781298
1564967.0	2518608.0	0.0004714422854469924
941272.0	104198.0	1.9480435515563388e-10
1564967.0	104198.0	0.0007618285758175307
1738558.0	747978.0	0.0004638196316354438
1738558.0	438186.0	0.0004638162055377961
1738558.0	2731373.0	0.0013914461889864235
747978.0	2731373.0	0.0009276265573509797
3191005.0	2731373.0	0.0009276315172084984
438186.0	747978.0	3.42609764766421e-09
438186.0	2731373.0	0.0009276299834486273
3191005.0	2731373.0	0.0009276315172084984
3191005.0	2731373.0	0.0009276315172084984
1276130.0	747978.0	0.0004638196316354438
1276130.0	438186.0	0.0004638162055377961
1276130.0	2731373.0	0.0013914461889864235
2141665.0	2731373.0	0.002383130480267639
3007335.0	19068.0	0.0009916894190704494
2141665.0	19068.0	0.0019833737103516647
1295146.0	19068.0	0.0009916894190704494
2141665.0	19068.0	0.0019833737103516647
982124.0	19068.0	0.004356315017627985
982124.0	19068.0	0.004356315017627985
445820.0	19068.0	0.0009916894190704494
2915493.0	994737.0	5.926298004849812e-11
445820.0	994737.0	0.0004525625767542426
2345960.0	34397.0	0.0012983819533544914
2078412.0	34397.0	0.0012983819533544914
986715.0	34397.0	0.0012983819533544914
985935.0	851498.0	0.0003388922501663423
985935.0	365188.0	0.0003388897445320977
365188.0	851498.0	2.5056342446293407e-09
986715.0	851498.0	0.0003388922501663423
5043552.0	4373584.0	0.0006337439939968785
4589398.0	4373584.0	0.001267481842720282
4589398.0	4373584.0	0.001267481842720282
2906838.0	4373584.0	0.0006337439939968785
4007898.0	1719752.0	0.0007337594451167924
2906838.0	1719752.0	0.0014675163727143536
2106563.0	4281779.0	0.0014886173114851047
1859698.0	4281779.0	0.0014886173114851047
4526506.0	4281779.0	6.0400639561534325e-09
2586453.0	83809.0	0.0009214004764445113
1234625.0	83809.0	0.0009214004764445113
2600309.0	83809.0	0.0009214004764445113
1452108.0	83809.0	0.0009214004764445113
1656521.0	83809.0	0.0009214004764445113
855640.0	83809.0	0.000590358399963044
764846.0	328193.0	0.0003310425863748484
764846.0	285587.0	0.00033104228957104746
285587.0	328193.0	2.968038009375923e-10
855640.0	328193.0	5.098933811525756e-10
1828051.0	2856804.0	0.0018698775720890925
5136356.0	2856804.0	0.0018698775720890925
2125114.0	2856804.0	0.0018698775720890925
2459296.0	2856804.0	0.0014291398339576315
864620.0	212107.0	2.900279687093922e-10
2459296.0	212107.0	1.8885473654752308e-09
1573683.0	212107.0	6.227727649982945e-10
1573683.0	864620.0	3.3274479628890227e-10
2459296.0	864620.0	1.5985193967658386e-09
1799096.0	212107.0	7.351864340292107e-10
1799096.0	864620.0	4.4515846531981845e-10
1799096.0	1573683.0	1.1241366903091618e-10
2459296.0	1573683.0	1.2657746004769363e-09
2725775.0	1573683.0	-5.854373667511179e-05
783488.0	773228.0	0.0008774398160262452
783488.0	1686706.0	0.0008774389828591084
1275039.0	773228.0	0.0008774398160262452
1275039.0	1686706.0	0.0008774389828591084
2762883.0	1686706.0	0.0008774389828591084
1686706.0	773228.0	8.331671368447258e-10
2762883.0	773228.0	0.0008774398160262452
7450125.0	1441822.0	0.0011441617905696433
7772070.0	1441822.0	0.0011441617905696433
3326275.0	519413.0	1.750365503580542e-10
3769629.0	784246.0	0.00139426722223566
3769629.0	2374302.0	0.001394247827694138
3185459.0	784246.0	0.00139426722223566
3185459.0	2374302.0	0.001394247827694138
2374302.0	784246.0	1.9394541522039718e-08
6433656.0	784246.0	0.00139426722223566
1578347.0	4140102.0	0.0016170044190474033
1578347.0	1793428.0	0.0008084888714280579
1793428.0	4140102.0	0.0008085155476193455
6433656.0	4140102.0	0.0016170044190474033
2877123.0	4140102.0	0.00027835047259544814
341629.0	1293958.0	0.0005786041237282413
1447509.0	1293958.0	0.0005786041237282413
4687212.0	1293958.0	0.0005786041237282413
7846716.0	1293958.0	0.0005786041237282413
157247.0	11222004.0	2.2293934602742038e-07
7846716.0	11222004.0	0.007532458894924417
953242.0	1060292.0	0.0004161681159658521
2291136.0	1060292.0	0.0004161681159658521
1965768.0	1060292.0	0.0004161681159658521
1906322.0	1060292.0	0.0004161681159658521
2376526.0	1060292.0	2.786367371099101e-10
1897974.0	1060292.0	0.0004161681159658521
2894108.0	1716714.0	1.9969786396695265e-05
2894108.0	2513523.0	3.464811794678252e-09
1897974.0	2513523.0	0.0004885955052392775
2513523.0	1716714.0	1.9966321584900587e-05
1897974.0	1716714.0	0.0005085618268241781
1415168.0	1716714.0	1.9975273629668495e-05
1415168.0	2894108.0	5.487232973230317e-09
1415168.0	2513523.0	8.95204476790857e-09
1897974.0	2513523.0	0.0004885955052392775
285587.0	396373.0	0.0009428596738066996
636065.0	396373.0	0.0009428596738066996
3011784.0	1447509.0	0.0009156863174427386
3011784.0	1447509.0	4.784365580145014e-09
3702602.0	2333214.0	0.0004963036351812403
3702602.0	218432.0	0.0004963033700481789
3702602.0	1875256.0	0.0004963032075474103
3702602.0	1875256.0	0.0004963032075474103
218432.0	2333214.0	2.6513306144743815e-10
3702602.0	2333214.0	0.0004963036351812403
1875256.0	2333214.0	4.2763383003956157e-10
1875256.0	218432.0	1.6250076859212342e-10
3702602.0	218432.0	0.0004963033700481789
1044234.0	1520278.0	0.00037150375947748256
1482542.0	1520278.0	0.00037150375947748256
5922827.0	1520278.0	-0.0007388049770660551
4546390.0	3558931.0	0.0006615511156656169
4546390.0	1241793.0	0.0006615503862499567
1241793.0	3558931.0	7.294156601422505e-10
2372160.0	3558931.0	-0.0028705261768147442
1407478.0	519413.0	0.0013417353439801828
1391264.0	519413.0	0.0013418093032770413
1391264.0	519413.0	0.0013418093032770413
7594972.0	5947043.0	0.0009772499385671922
7594972.0	5947043.0	1.0434338422807277e-08
615746.0	1353011.0	0.0023003679502251045
4509083.0	1353011.0	0.0011501835540432541
2417250.0	1353011.0	0.0007162447500987623
783488.0	284698.0	0.0008718159434368872
160527.0	284698.0	0.0008718159434368872
1215921.0	582278.0	0.00046411103754443215
2725744.0	582278.0	0.00046411103754443215
1317805.0	582278.0	0.00046411103754443215
4820452.0	582278.0	0.0011269725519762474
3923521.0	2801559.0	0.0006628694783876422
4820452.0	2801559.0	0.0013257309928194575
780498.0	1517551.0	0.00038125499796922216
780498.0	1679187.0	0.0003812549912398068
1492684.0	1679187.0	7.166813716921391e-10
1679187.0	1517551.0	6.72941536479163e-12
1492684.0	1517551.0	7.234107870569308e-10
1465324.0	1517551.0	0.00038125499796922216
1465324.0	1679187.0	0.0003812549912398068
998158.0	941272.0	0.0008463274515678159
998158.0	941272.0	0.0004231642149030088
4643961.0	941272.0	0.003380863961188513
4643961.0	6144071.0	0.005069309910713829
4643961.0	6144071.0	0.007603846420334527
8221313.0	6144071.0	0.005069309910713829
149206.0	11355846.0	0.0041400321877662506
8726260.0	11355846.0	0.0041400321877662506
2345702.0	4799758.0	0.0005935566296776184
7671482.0	4799758.0	-0.0005804390088364595
7450125.0	2840750.0	1.4676088868487147e-09
7671482.0	2840750.0	0.0011740052417476496
4057622.0	2840750.0	0.0011740012856011203
4057622.0	7450125.0	0.0011739998179922334
